Name;Resolver ciclic error 2;
File;C:\Users\alexandregoncalves\Documents\MCAG\TwinCAT\ResolverTestResults\CSVFiles\Resolver Ciclic Error2.csv;
Starttime of export;132900081483250000;Tuesday, February 22, 2022;13:55:48.325
Endtime of export;132900081936650000;Tuesday, February 22, 2022;13:56:33.665


TriggerGroup;Count;ReleaseTime;Comment;

Name;fActPosition (Internal Counter);fActVelocity;fActPosition (Resolver)
SymbolComment;Actual position value;Actual velocity;Actual position value
Data-Type;REAL64;REAL64;REAL64
SampleTime;10;10;10
VariableSize;8;8;8
SymbolBased;True;True;True
IndexGroup;61462;61462;16448
IndexOffset;0;0;1740840
SymbolName;MAIN.afbAxes[3].stAxisStruct.stStatus.fActPosition;MAIN.afbAxes[3].stAxisStruct.stStatus.fActVelocity;GVL.astAxes[9].stStatus.fActPosition
NetID;5.79.68.212.1.1;5.79.68.212.1.1;5.79.68.212.1.1
Port;852;852;852
Offset;0;0;0
ScaleFactor;1;1;1
BitMask;0xffffffffffffffff;0xffffffffffffffff;0xffffffffffffffff
Unit;(None);(None);(None)
Unit ScaleFactor;1;1;1
Unit Offset;0;0;0


132900081635350000;0;0;-0.072448482630764324
132900081635450000;0;0;-0.072096470611516777
132900081635550000;0;0;-0.070919973602360159
132900081635650000;0;0;-0.0716019273147497
132900081635750000;0;0;-0.070057600474915369
132900081635850000;0;0;-0.070388906770409029
132900081635950000;0;0;-0.068880274678113945
132900081636050000;0;0;-0.069981262079224893
132900081636150000;0;0;-0.069715361549285829
132900081636250000;0;0;-0.070334037659052592
132900081636350000;0;0;-0.071168306388731756
132900081636450000;0;0;-0.070810584816949573
132900081636550000;0;0;-0.070940160281761408
132900081636650000;0;0;-0.071160705364985741
132900081636750000;0;0;-0.071530979883031753
132900081636850000;0;0;-0.0706942013179293
132900081636950000;0;0;-0.071318885336349766
132900081637050000;0;0;-0.072512655060997577
132900081637150000;0;0;-0.072153040330587309
132900081637250000;0;0;-0.072740799099802578
132900081637350000;0;0;-0.07208492244725
132900081637450000;0;0;-0.0719184119080402
132900081637550000;0;0;-0.071768482986708251
132900081637650000;0;0;-0.07157265879642763
132900081637750000;0;0;-0.071453071396802417
132900081637850000;0;0;-0.071785192858736524
132900081637950000;0;0;-0.0715825070601194
132900081638050000;0;0;-0.072483256331837456
132900081638150000;0;0;-0.0725355173413972
132900081638250000;0;0;-0.072364563967830017
132900081638350000;0;0;-0.071305269772995186
132900081638450000;0;0;-0.0717520848885646
132900081638550000;0;0;-0.071458408784733973
132900081638650000;0;0;-0.072110443896821974
132900081638750000;0;0;-0.071650194781009938
132900081638850000;0;0;-0.071437789479532318
132900081638950000;0;0;-0.0715920591785934
132900081639050000;0;0;-0.0720402732230925
132900081639150000;0;0;-0.072056750491039753
132900081639250000;0;0;-0.071921232355598483
132900081639350000;0;0;-0.071883366368996268
132900081639450000;0;0;-0.070954125948810176
132900081639550000;0;0;-0.07082312906325243
132900081639650000;0;0;-0.07127359232787045
132900081639750000;0;0;-0.070322587142787565
132900081639850000;0;0;-0.0701524152568075
132900081639950000;0;0;-0.070953075179080255
132900081640050000;0;0;-0.071789700893005293
132900081640150000;0;0;-0.0715805150599708
132900081640250000;0;0;-0.07165267278804828
132900081640350000;0;0;-0.071096689225342222
132900081640450000;0;0;-0.071134536988688865
132900081640550000;0;0;-0.070819445925067323
132900081640650000;0;0;-0.071504165769492367
132900081640750000;0;0;-0.071322984963161348
132900081640850000;0;0;-0.07137178779863744
132900081640950000;0;0;-0.072226534486501348
132900081641050000;0;0;-0.0712228245623967
132900081641150000;0;0;-0.072134190208235513
132900081641250000;0;0;-0.071689105836250572
132900081641350000;0;0;-0.071942555355534787
132900081641450000;0;0;-0.072818608890864125
132900081641550000;0;0;-0.0728445778863949
132900081641650000;0;0;-0.072836018255236
132900081641750000;0;0;-0.071506033065814364
132900081641850000;0;0;-0.071220912326762822
132900081641950000;0;0;-0.071046068654414249
132900081642050000;0;0;-0.070386687650618771
132900081642150000;0;0;-0.069834242470581467
132900081642250000;0;0;-0.071088059105606047
132900081642350000;0;0;-0.071219988796499892
132900081642450000;0;0;-0.0710449964576163
132900081642550000;0;0;-0.071609277624964857
132900081642650000;0;0;-0.069671826842580525
132900081642750000;0;0;-0.0700536032341202
132900081642850000;0;0;-0.069261112683684886
132900081642950000;0;0;-0.0693562671425042
132900081643050000;0;0;-0.070235562770741722
132900081643150000;0;0;-0.071224705031042418
132900081643250000;0;0;-0.0714568464254297
132900081643350000;0;0;-0.070640255471752372
132900081643450000;0;0;-0.071011205197221289
132900081643550000;0;0;-0.07083642553921371
132900081643650000;0;0;-0.070720215163751973
132900081643750000;0;0;-0.07069042974390935
132900081643850000;0;0;-0.071440800198124474
132900081643950000;0;0;-0.07197928455666576
132900081644050000;0;0;-0.0711067043929407
132900081644150000;0;0;-0.07202517101468861
132900081644250000;0;0;-0.070568761325506074
132900081644350000;0;0;-0.070309005526940457
132900081644450000;0;0;-0.071366142405529437
132900081644550000;0;0;-0.0708082094612784
132900081644650000;0;0;-0.0711389687694024
132900081644750000;0;0;-0.070793299070674123
132900081644850000;0;0;-0.070779052330606038
132900081644950000;0;0;-0.071336829398858978
132900081645050000;0;0;-0.071316702810767754
132900081645150000;0;0;-0.071513580889106573
132900081645250000;0;0;-0.071664784474416432
132900081645350000;0;0;-0.071284868398123424
132900081645450000;0;0;-0.071508564000915681
132900081645550000;0;0;-0.071861166908985807
132900081645650000;0;0;-0.071505418781291644
132900081645750000;0;0;-0.071035873551283532
132900081645850000;0;0;-0.072366163420680377
132900081645950000;0;0;-0.071630088714901369
132900081646050000;0;0;-0.0715252552598832
132900081646150000;0;0;-0.0720164655049972
132900081646250000;0;0;-0.072160297277658769
132900081646350000;0;0;-0.072483756396653387
132900081646450000;0;0;-0.072691976211084253
132900081646550000;0;0;-0.07358165108057059
132900081646650000;0;0;-0.0728272854887433
132900081646750000;0;0;-0.073300026784782243
132900081646850000;0;0;-0.072425672669223742
132900081646950000;0;0;-0.072010470259007545
132900081647050000;0;0;-0.071767508965679516
132900081647150000;0;0;-0.071942067833594692
132900081647250000;0;0;-0.071694933049638782
132900081647350000;0;0;-0.07152259503660563
132900081647450000;0;0;-0.072021498258981784
132900081647550000;0;0;-0.072575733816047122
132900081647650000;0;0;-0.072979452236186848
132900081647750000;0;0;-0.072792605586127337
132900081647850000;0;0;-0.071583900108197734
132900081647950000;0;0;-0.072443283192803534
132900081648050000;0;0;-0.071574855009220562
132900081648150000;0;0;-0.071972123428494919
132900081648250000;0;0;-0.071664764424322888
132900081648350000;0;0;-0.072562635635161341
132900081648450000;0;0;-0.071420141383309738
132900081648550000;0;0;-0.071319554495400769
132900081648650000;0;0;-0.071164145058125516
132900081648750000;0;0;-0.071175041712267031
132900081648850000;0;0;-0.071414832681714224
132900081648950000;0;0;-0.072297476331622978
132900081649050000;0;0;-0.072006169449002025
132900081649150000;0;0;-0.072324617702563293
132900081649250000;0;0;-0.073019947300383664
132900081649350000;0;0;-0.073000434260609634
132900081649450000;0;0;-0.074110667611727563
132900081649550000;0;0;-0.072617964547829691
132900081649650000;0;0;-0.071858377030960791
132900081649750000;0;0;-0.070505150722340759
132900081649850000;0;0;-0.070403999316666716
132900081649950000;0;0;-0.07060374795021418
132900081650050000;0;0;-0.07134379755960725
132900081650150000;0;0;-0.072236162266850673
132900081650250000;0;0;-0.0711699105032471
132900081650350000;0;0;-0.069823746740382137
132900081650450000;0;0;-0.070596451550778455
132900081650550000;0;0;-0.070708012423739489
132900081650650000;0;0;-0.071528934041782941
132900081650750000;0;0;-0.070804088150649508
132900081650850000;0;0;-0.070419177821926443
132900081650950000;0;0;-0.069827152222394856
132900081651050000;0;0;-0.07057294499632201
132900081651150000;0;0;-0.071335060026031821
132900081651250000;0;0;-0.071671998743048526
132900081651350000;0;0;-0.072542444442895759
132900081651450000;0;0;-0.072018798222608871
132900081651550000;0;0;-0.071328925171069618
132900081651650000;0;0;-0.072557823899028887
132900081651750000;0;0;-0.072979055787151567
132900081651850000;0;0;-0.072539392672649444
132900081651950000;0;0;-0.071979792206300866
132900081652050000;0;0;-0.071165543064578
132900081652150000;0;0;-0.070353817798491952
132900081652250000;0;0;-0.070424339237171785
132900081652350000;0;0;-0.070075197272738435
132900081652450000;5.512284E-05;0.0043430975617283953;-0.070295084458148416
132900081652550000;0.0010452923733333332;0.068296366686437043;-0.083533427413961123
132900081652650000;0.0044853659066666713;0.2471167512047906;-0.10102157867407403
132900081652750000;0.011906533440000018;0.56368356121248842;-0.11865114064515971
132900081652850000;0.024839984973333371;1.0271914783002019;-0.1331912017241782
132900081652950000;0.044816910506666752;1.6413356387810554;-0.1431699989246113
132900081653050000;0.073368500040000145;2.4076010350648356;-0.14438958230621249
132900081653150000;0.11202594357333356;3.326584452295652;-0.13794231404905963
132900081653250000;0.16232043110666702;4.3985257250382332;-0.117059676815428
132900081653350000;0.22578315264000051;5.6235212374251411;-0.08633912887055141
132900081653450000;0.303945298173334;7.0016097240775421;-0.043055349552945932
132900081653550000;0.39833805770666753;8.5328067515709556;0.021233415383981782
132900081653650000;0.510492621240001;10.217118575762942;0.10336666022106562
132900081653750000;0.64194017877333476;12.05454771074238;0.20509821333388842
132900081653850000;0.79421192030666832;14.045095166865149;0.33005345857114532
132900081653950000;0.9688293577118986;16.18795693945486;0.48130579371307591
132900081654050000;1.1663154495118644;18.413497289409982;0.65865852695397886
132900081654150000;1.3853402948480602;20.589588450638175;0.865635649361689
132900081654250000;1.6243727037204856;22.654223183912155;1.0943540890542844
132900081654350000;1.8818814861291406;24.582482170483864;1.3530155958472909
132900081654450000;2.1563354520740252;26.3643508950385;1.6371104104626379
132900081654550000;2.44620341155514;27.995804748476484;1.9455649438472393
132900081654650000;2.7499541745724847;29.475226330664555;2.2794863119145372
132900081654750000;3.0660565511260587;30.801965644764095;2.631199509306664
132900081654850000;3.3929793512158626;31.975761471623859;2.9957610181886056
132900081654950000;3.7291913848418954;32.996508833125532;3.3683286559361258
132900081655050000;4.0731614620041583;33.864165540917874;3.7579115684972471
132900081655150000;4.4233583927026512;34.57871464044868;4.1618535293271428
132900081655250000;4.7782509869373735;35.140149318063649;4.5772714823402954
132900081655350000;5.1363080547083264;35.548466835508059;5.0047254555373231
132900081655450000;5.4959984060155076;35.803666092338489;5.4309773138599819
132900081655550000;5.855998330369621;35.921094765845972;5.8608632452998082
132900081655650000;6.2159983303696213;35.968289756078818;6.2942182836446356
132900081655750000;6.5759983303696217;35.987256364164914;6.7319270756015133
132900081655850000;6.9359983303696229;35.994878618572017;7.1627347605485756
132900081655950000;7.2959983303696232;35.997941831666388;7.5852601713631058
132900081656050000;7.6559983303696235;35.999172868307319;8.01037997432208
132900081656150000;8.0159983303696229;35.999667594323569;8.4394972052899355
132900081656250000;8.3759983303696242;35.999866413613894;8.8691928597460858
132900081656350000;8.7359983303696254;35.999946314627593;9.2914090506665481
132900081656450000;9.0959983303696248;35.999978425052866;9.7063742002448521
132900081656550000;9.4559983303696242;35.999991329512575;10.118046526176126
132900081656650000;9.8159983303696254;35.999996515525623;10.527466671831634
132900081656750000;10.175998330369627;35.999998599668;10.937268481698995
132900081656850000;10.535998330369626;35.999999437237953;11.337430220621148
132900081656950000;10.895998330369626;35.9999997738385;11.727407570053645
132900081657050000;11.255998330369629;35.999999909110954;12.116350900218558
132900081657150000;11.615998330369628;35.999999963473719;12.507952645515486
132900081657250000;11.975998330369627;35.999999985320862;12.899866929792012
132900081657350000;12.335998330369629;35.999999994100847;13.285540822125851
132900081657450000;12.695998330369626;35.999999997629111;13.663965740273172
132900081657550000;13.055998330369627;35.999999999047255;14.040612001556607
132900081657650000;13.415998330369629;35.999999999617216;14.413994193189021
132900081657750000;13.775998330369628;35.999999999846167;14.78846204141005
132900081657850000;14.135998330369628;35.999999999938147;15.157184049051548
132900081657950000;14.495998330369627;35.999999999975067;15.515755891686975
132900081658050000;14.85599833036963;35.999999999990123;15.875548536253376
132900081658150000;15.215998330369629;35.999999999995993;16.235433519020035
132900081658250000;15.575998330369629;35.999999999998316;16.592563478624136
132900081658350000;15.935998330369632;35.999999999999517;16.943230007500233
132900081658450000;16.295998330369631;35.999999999999808;17.287010286567753
132900081658550000;16.655998330369631;35.999999999999886;17.62833901860942
132900081658650000;17.01599833036963;35.999999999999879;17.965900804652357
132900081658750000;17.375998330369633;36.000000000000142;18.303144873733125
132900081658850000;17.735998330369632;36.000000000000064;18.633578593362785
132900081658950000;18.095998330369632;35.999999999999993;18.953685197963296
132900081659050000;18.455998330369631;35.999999999999929;19.271003286642234
132900081659150000;18.815998330369634;36.000000000000171;19.59090553517477
132900081659250000;19.175998330369634;36.000000000000036;19.909448499546144
132900081659350000;19.535998330369633;35.999999999999943;20.223047629616087
132900081659450000;19.895998330369636;36.000000000000171;20.529647292507249
132900081659550000;20.255998330369636;36.000000000000071;20.832671158190404
132900081659650000;20.615998330369635;35.999999999999993;21.133259503486531
132900081659750000;20.975998330369634;35.999999999999929;21.434474714147935
132900081659850000;21.335998330369637;36.000000000000171;21.730697660014766
132900081659950000;21.695998330369637;36.000000000000036;22.01993037930157
132900081660050000;22.055998330369636;35.999999999999943;22.307731593558103
132900081660150000;22.415998330369639;36.000000000000171;22.596569739916603
132900081660250000;22.775998330369639;36.000000000000071;22.884582991198673
132900081660350000;23.135998330369638;35.999999999999993;23.16620607340024
132900081660450000;23.495998330369638;35.999999999999929;23.441601498710224
132900081660550000;23.855998330369641;36.000000000000121;23.716174002559484
132900081660650000;24.21599833036964;36.000000000000014;23.98662564623735
132900081660750000;24.575998330369639;35.999999999999929;24.257273436567033
132900081660850000;24.935998330369642;36.000000000000171;24.521942380717721
132900081660950000;25.295998330369642;36.000000000000071;24.779302586290036
132900081661050000;25.655998330369641;35.999999999999993;25.033554258633139
132900081661150000;26.015998330369641;35.999999999999929;25.288451401792429
132900081661250000;26.375998330369644;36.000000000000171;25.541582964714795
132900081661350000;26.735998330369643;36.000000000000071;25.789623032855751
132900081661450000;27.095998330369643;35.999999999999993;26.03119045198131
132900081661550000;27.455998330369642;35.999999999999929;26.267854457873579
132900081661650000;27.815998330369645;36.000000000000171;26.501038330533678
132900081661750000;28.175998330369644;36.000000000000036;26.731096067745817
132900081661850000;28.535998330369644;35.999999999999943;26.940689693373905
132900081661950000;28.895998330369647;36.000000000000171;27.126173738571104
132900081662050000;29.255998330369646;36.000000000000071;27.293630940513097
132900081662150000;29.615998330369646;35.999999999999993;27.449840950277384
132900081662250000;29.975998330369645;35.999999999999929;27.594269857193829
132900081662350000;30.335998330369648;36.000000000000171;27.726018711816344
132900081662450000;30.695998330369644;35.999999999999893;27.845470880350938
132900081662550000;31.055998330369643;35.999999999999922;27.956175931885873
132900081662650000;31.415998330369643;35.999999999999893;28.056123563386265
132900081662750000;31.775998330369646;36.000000000000156;28.147605173784456
132900081662850000;32.135998330369645;36.000000000000114;28.230275560283875
132900081662950000;32.495998330369645;36.000000000000085;28.305427401319584
132900081663050000;32.855998330369644;36.000000000000071;28.375047948540477
132900081663150000;33.215998330369644;36.000000000000014;28.441123046466465
132900081663250000;33.575998330369643;35.999999999999893;28.503223825822925
132900081663350000;33.935998330369642;35.999999999999851;28.562820976640818
132900081663450000;34.295998330369642;35.999999999999758;28.618477198895039
132900081663550000;34.655998330369648;36.000000000000313;28.671963993252135
132900081663650000;35.015998330369648;36.000000000000171;28.725154454365377
132900081663750000;35.375998330369647;36.000000000000114;28.776581915329654
132900081663850000;35.735998330369647;36.000000000000028;28.828411778905902
132900081663950000;36.095998330369646;35.9999999999999;28.878490488803035
132900081664050000;36.455998330369646;35.999999999999851;28.929354922634815
132900081664150000;36.815998330369645;35.999999999999758;28.982317459488897
132900081664250000;37.175998330369652;36.000000000000313;29.037358018071892
132900081664350000;37.535998330369651;36.000000000000256;29.092587388763693
132900081664450000;37.89599833036965;36.000000000000085;29.149546581537713
132900081664550000;38.25599833036965;35.999999999999922;29.212109173283707
132900081664650000;38.615998330369649;35.999999999999858;29.277964726904742
132900081664750000;38.975998330369649;35.999999999999766;29.350105083960912
132900081664850000;39.335998330369655;36.000000000000313;29.428763517795829
132900081664950000;39.695998330369655;36.000000000000171;29.513317988060226
132900081665050000;40.055998330369654;36.000000000000114;29.606344897659671
132900081665150000;40.415998330369654;36.000000000000028;29.706857102226458
132900081665250000;40.775998330369653;35.9999999999999;29.816235362723642
132900081665350000;41.135998330369652;35.999999999999851;29.93438063161835
132900081665450000;41.495998330369652;35.999999999999758;30.070796817109958
132900081665550000;41.855998330369651;35.999999999999623;30.230859533591811
132900081665650000;42.215998330369658;36.000000000000185;30.410755304065059
132900081665750000;42.57599833036965;35.999999999999432;30.608124196228296
132900081665850000;42.935998330369664;36.000000000000639;30.816217266554773
132900081665950000;43.295998330369656;35.999999999999929;31.030562096190032
132900081666050000;43.655998330369663;36.000000000000462;31.253452443750948
132900081666150000;44.015998330369655;35.99999999999978;31.485804166691295
132900081666250000;44.375998330369661;36.000000000000348;31.728285273280925
132900081666350000;44.735998330369654;35.999999999999574;31.974907209189979
132900081666450000;45.09599833036966;36.000000000000171;32.222826340863385
132900081666550000;45.455998330369653;35.999999999999432;32.4751011705702
132900081666650000;45.815998330369666;36.000000000000639;32.730979810496848
132900081666750000;46.175998330369659;35.999999999999929;32.996023959940914
132900081666850000;46.535998330369665;36.000000000000462;33.2634099303135
132900081666950000;46.895998330369657;35.99999999999978;33.527527353885908
132900081667050000;47.255998330369664;36.000000000000348;33.796251109564835
132900081667150000;47.615998330369656;35.999999999999574;34.071024598321586
132900081667250000;47.975998330369663;36.000000000000171;34.352017507678049
132900081667350000;48.335998330369655;35.999999999999432;34.63506363628786
132900081667450000;48.695998330369669;36.000000000000639;34.91605637384216
132900081667550000;49.055998330369661;35.999999999999929;35.200867405525429
132900081667650000;49.415998330369668;36.000000000000462;35.488420168088368
132900081667750000;49.77599833036966;35.99999999999978;35.784845542223159
132900081667850000;50.135998330369667;36.000000000000348;36.081723707023421
132900081667950000;50.495998330369659;35.999999999999574;36.376728190386849
132900081668050000;50.855998330369673;36.000000000000682;36.674954699196974
132900081668150000;51.215998330369665;35.999999999999943;36.982402499461777
132900081668250000;51.575998330369671;36.000000000000469;37.296532509867511
132900081668350000;51.935998330369664;35.99999999999978;37.613054253303893
132900081668450000;52.29599833036967;36.000000000000348;37.930171093685487
132900081668550000;52.655998330369663;35.999999999999574;38.250404458941667
132900081668650000;53.015998330369669;36.000000000000171;38.575070802162642
132900081668750000;53.375998330369661;35.999999999999432;38.906805548411427
132900081668850000;53.735998330369675;36.000000000000639;39.24084607284869
132900081668950000;54.095998330369667;35.999999999999929;39.5728318793432
132900081669050000;54.455998330369674;36.000000000000462;39.908256073490179
132900081669150000;54.815998330369666;35.99999999999978;40.251237827036455
132900081669250000;55.175998330369673;36.000000000000348;40.601278431050588
132900081669350000;55.535998330369665;35.999999999999574;40.953654360238517
132900081669450000;55.895998330369672;36.000000000000171;41.304885982959988
132900081669550000;56.255998330369664;35.999999999999432;41.660363875525483
132900081669650000;56.615998330369678;36.000000000000639;42.018787655119084
132900081669750000;56.97599833036967;35.999999999999929;42.389536152213765
132900081669850000;57.335998330369677;36.000000000000462;42.763155621573169
132900081669950000;57.695998330369669;35.99999999999978;43.131977916977121
132900081670050000;58.055998330369675;36.000000000000348;43.507018320696879
132900081670150000;58.415998330369668;35.999999999999574;43.891746773272779
132900081670250000;58.775998330369674;36.000000000000171;44.286167238420667
132900081670350000;59.135998330369667;35.999999999999432;44.683270093140173
132900081670450000;59.49599833036968;36.000000000000639;45.077687368098324
132900081670550000;59.855998330369673;35.999999999999837;45.477418597250015
132900081670650000;60.215998330369679;36.000000000000369;45.8786825447186
132900081670750000;60.575998330369671;35.999999999999581;46.2913340599273
132900081670850000;60.935998330369678;36.000000000000171;46.705665503902878
132900081670950000;61.29599833036967;35.999999999999432;47.115016344919695
132900081671050000;61.655998330369684;36.000000000000639;47.527225967924089
132900081671150000;62.015998330369676;35.999999999999929;47.949782726725637
132900081671250000;62.375998330369683;36.000000000000462;48.38010461081759
132900081671350000;62.735998330369675;35.99999999999978;48.812583512739344
132900081671450000;63.095998330369682;36.000000000000348;49.241161379486805
132900081671550000;63.455998330369674;35.999999999999574;49.675564678615849
132900081671650000;63.815998330369681;36.000000000000171;50.1122611799325
132900081671750000;64.175998330369666;35.999999999998934;50.559667809518004
132900081671850000;64.535998330369679;36.000000000000284;51.010119073225241
132900081671950000;64.895998330369679;36.000000000000227;51.452399101867478
132900081672050000;65.255998330369678;36.000000000000064;51.89998600321433
132900081672150000;65.615998330369678;36.000000000000135;52.357808926932655
132900081672250000;65.975998330369677;36.000000000000021;52.824324807378993
132900081672350000;66.335998330369677;35.9999999999998;53.2948514693399
132900081672450000;66.695998330369648;35.999999999997883;53.76014327106401
132900081672550000;67.0559983303696;35.999999999996405;54.232135068275873
132900081672650000;67.415998330369575;35.999999999996874;54.705460724812973
132900081672750000;67.775998330369532;35.9999999999963;55.19016898187509
132900081672850000;68.135998330369489;35.9999999999959;55.676936627405922
132900081672950000;68.495998330369446;35.999999999995609;56.15517180773135
132900081673050000;68.855998330369417;35.999999999996362;56.6354818391952
132900081673150000;69.215998330369374;35.999999999995929;57.127265599834708
132900081673250000;69.575998330369345;35.9999999999968;57.627115432038494
132900081673350000;69.9359983303693;35.99999999999627;58.132223720619635
132900081673450000;70.295998330369258;35.999999999995893;58.6320055391071
132900081673550000;70.655998330369215;35.999999999995609;59.133891237801087
132900081673650000;71.015998330369186;35.999999999996561;59.638153869681879
132900081673750000;71.375998330369143;35.999999999996177;60.1545223059185
132900081673850000;71.7359983303691;35.999999999995858;60.668656896616028
132900081673950000;72.095998330369056;35.999999999995595;61.177891161026771
132900081674050000;72.455998330369027;35.999999999996561;61.687695487939088
132900081674150000;72.815998330368984;35.999999999996177;62.208868346613819
132900081674250000;73.175998330368941;35.999999999995858;62.738620377632209
132900081674350000;73.5359983303689;35.999999999995595;63.27019286070049
132900081674450000;73.895998330368869;35.999999999996561;63.796049778402548
132900081674550000;74.255998330368826;35.999999999996177;64.326533157441673
132900081674650000;74.615998330368782;35.999999999995858;64.8587405932843
132900081674750000;74.975998330368739;35.999999999995595;65.401110898380011
132900081674850000;75.33599833036871;35.999999999996561;65.945362184654186
132900081674950000;75.695998330368667;35.999999999996177;66.48121634641177
132900081675050000;76.055998330368624;35.999999999995858;67.017199296503492
132900081675150000;76.415998330368581;35.999999999995595;67.562706725511873
132900081675250000;76.775998330368552;35.999999999996561;68.1155249204195
132900081675350000;77.135998330368508;35.999999999996177;68.670094147655135
132900081675450000;77.495998330368465;35.999999999995858;69.216606403131436
132900081675550000;77.855998330368422;35.999999999995595;69.767165651781426
132900081675650000;78.2159983303684;35.999999999996561;70.316885719805626
132900081675750000;78.57599833036835;35.999999999996177;70.8761706543241
132900081675850000;78.9359983303683;35.999999999995858;71.43734415559824
132900081675950000;79.295998330368263;35.999999999995595;71.988301996859235
132900081676050000;79.655998330368234;35.999999999996561;72.5396076920519
132900081676150000;80.015998330368191;35.999999999996177;73.101569498030543
132900081676250000;80.375998330368148;35.999999999995858;73.6733421275712
132900081676350000;80.7359983303681;35.999999999995595;74.241107806839679
132900081676450000;81.095998330368076;35.999999999996561;74.801094868421885
132900081676550000;81.455998330368033;35.999999999996177;75.362845717452785
132900081676650000;81.815998330367989;35.999999999995858;75.920486854510159
132900081676750000;82.175998330367946;35.999999999995595;76.4870509103525
132900081676850000;82.535998330367917;35.999999999996561;77.051193879922948
132900081676950000;82.895998330367874;35.999999999996177;77.603493524205533
132900081677050000;83.255998330367831;35.999999999995858;78.151014992376318
132900081677150000;83.615998330367788;35.999999999995595;78.707048401357468
132900081677250000;83.975998330367759;35.999999999996561;79.267649064033819
132900081677350000;84.335998330367715;35.999999999996177;79.824754985364464
132900081677450000;84.695998330367672;35.999999999995858;80.371907677172331
132900081677550000;85.055998330367629;35.999999999995595;80.917075082480309
132900081677650000;85.4159983303676;35.999999999996561;81.459711478066225
132900081677750000;85.775998330367557;35.999999999996177;82.008701821943689
132900081677850000;86.135998330367514;35.999999999995858;82.555680737836056
132900081677950000;86.49599833036747;35.999999999995595;83.087689905607078
132900081678050000;86.855998330367441;35.999999999996355;83.616961855477854
132900081678150000;87.2159983303674;35.999999999995929;84.153295315597731
132900081678250000;87.575998330367355;35.999999999995616;84.69165234192819
132900081678350000;87.935998330367326;35.999999999996561;85.2273925111736
132900081678450000;88.295998330367283;35.999999999996177;85.754701983042253
132900081678550000;88.65599833036724;35.999999999995858;86.278759538292277
132900081678650000;89.0159983303672;35.999999999995595;86.800345022901652
132900081678750000;89.375998330367167;35.999999999996561;87.325416048487739
132900081678850000;89.735998330367124;35.999999999996177;87.846835446866635
132900081678950000;90.095998330367081;35.999999999995858;88.353766187135
132900081679050000;90.455998330367038;35.999999999995595;88.857013374416979
132900081679150000;90.815998330367009;35.999999999996561;89.365691829909323
132900081679250000;91.175998330366966;35.999999999996177;89.8769943434784
132900081679350000;91.535998330366922;35.999999999995858;90.38447102114354
132900081679450000;91.895998330366879;35.999999999995595;90.882441087475058
132900081679550000;92.25599833036685;35.999999999996561;91.378972535236457
132900081679650000;92.6159983303668;35.999999999996177;91.869163843817049
132900081679750000;92.975998330366764;35.999999999995858;92.362626177817631
132900081679850000;93.335998330366721;35.999999999995595;92.853693121375969
132900081679950000;93.695998330366692;35.999999999996561;93.329739580478872
132900081680050000;94.055998330366648;35.999999999996177;93.80295762794637
132900081680150000;94.4159983303666;35.999999999995858;94.279997246383985
132900081680250000;94.775998330366562;35.999999999995595;94.75740440064898
132900081680350000;95.135998330366533;35.999999999996561;95.232144050214373
132900081680450000;95.49599833036649;35.999999999996177;95.69768523888159
132900081680550000;95.855998330366447;35.999999999995858;96.158514441448432
132900081680650000;96.2159983303664;35.999999999995595;96.615315247284343
132900081680750000;96.575998330366374;35.999999999996561;97.072851610835855
132900081680850000;96.935998330366331;35.999999999996177;97.527862961768918
132900081680950000;97.295998330366288;35.999999999995858;97.971440917473288
132900081681050000;97.655998330366245;35.999999999995595;98.408908361783
132900081681150000;98.015998330366216;35.999999999996561;98.849024276009189
132900081681250000;98.375998330366173;35.999999999996177;99.289056268351459
132900081681350000;98.735998330366129;35.999999999995858;99.726402334689183
132900081681450000;99.095998330366086;35.999999999995595;100.15301693476346
132900081681550000;99.455998330366057;35.999999999996561;100.57654705088881
132900081681650000;99.815998330366014;35.999999999996177;100.99475564927676
132900081681750000;100.17599833036597;35.999999999995858;101.41564373885973
132900081681850000;100.53599833036593;35.999999999995595;101.83417143385067
132900081681950000;100.8959983303659;35.999999999996561;102.24037149055712
132900081682050000;101.25599833036586;35.999999999996177;102.64120140887916
132900081682150000;101.61599833036581;35.999999999995858;103.04337575511991
132900081682250000;101.97599833036577;35.999999999995595;103.44667316928333
132900081682350000;102.33599833036574;35.999999999996561;103.84883980180777
132900081682450000;102.6959983303657;35.999999999996177;104.24027030505185
132900081682550000;103.05599833036565;35.999999999995858;104.62682853740003
132900081682650000;103.41599833036561;35.999999999995595;105.01049999554417
132900081682750000;103.77599833036558;35.999999999996561;105.39498361027238
132900081682850000;104.13599833036554;35.999999999996177;105.77556683580285
132900081682950000;104.4959983303655;35.999999999995858;106.1433502004426
132900081683050000;104.85599833036547;35.99999999999666;106.50613173578056
132900081683150000;105.21599833036542;35.999999999996213;106.86948851789289
132900081683250000;105.57599833036538;35.999999999995872;107.2328459249199
132900081683350000;105.93599833036534;35.999999999995595;107.59245025500299
132900081683450000;106.29599833036531;35.999999999996561;107.94394878331084
132900081683550000;106.65599833036526;35.999999999996177;108.2887544031926
132900081683650000;107.01599833036522;35.999999999995858;108.63248748241286
132900081683750000;107.37599833036518;35.999999999995595;108.97627573095517
