Name;Resolver ciclic error 2;
File;C:\Users\alexandregoncalves\Documents\MCAG\TwinCAT\ResolverTestResults\CSVFiles\Resolver Ciclic Error2.csv;
Starttime of export;132900081483250000;Tuesday, February 22, 2022;13:55:48.325
Endtime of export;132900081936650000;Tuesday, February 22, 2022;13:56:33.665


TriggerGroup;Count;ReleaseTime;Comment;

Name;fActPosition (Internal Counter);fActVelocity;fActPosition (Resolver)
SymbolComment;Actual position value;Actual velocity;Actual position value
Data-Type;REAL64;REAL64;REAL64
SampleTime;10;10;10
VariableSize;8;8;8
SymbolBased;True;True;True
IndexGroup;61462;61462;16448
IndexOffset;0;0;1740840
SymbolName;MAIN.afbAxes[3].stAxisStruct.stStatus.fActPosition;MAIN.afbAxes[3].stAxisStruct.stStatus.fActVelocity;GVL.astAxes[9].stStatus.fActPosition
NetID;5.79.68.212.1.1;5.79.68.212.1.1;5.79.68.212.1.1
Port;852;852;852
Offset;0;0;0
ScaleFactor;1;1;1
BitMask;0xffffffffffffffff;0xffffffffffffffff;0xffffffffffffffff
Unit;(None);(None);(None)
Unit ScaleFactor;1;1;1
Unit Offset;0;0;0


132900081724450000;253.89599833034907;35.999999999995978;243.08397051321518
132900081724550000;254.25599833034903;35.999999999995467;243.6076270986849
132900081724650000;254.615998330349;35.999999999995254;244.13590860525551
132900081724750000;254.97599833034894;35.9999999999949;244.66658271092729
132900081724850000;255.33599833034893;35.999999999997129;245.20654240758722
132900081724950000;255.69599833034889;35.999999999996874;245.74761435667799
132900081725050000;256.05599833034887;35.99999999999882;246.279782563031
132900081725150000;256.41599833034883;35.99999999999806;246.81092017851847
132900081725250000;256.77599833034878;35.999999999997293;247.35406722150711
132900081725350000;257.13599833034874;35.999999999996987;247.90345021315611
132900081725450000;257.4959983303487;35.999999999996867;248.45319029011063
132900081725550000;257.85599833034865;35.999999999996277;248.9977397902606
132900081725650000;258.21599833034861;35.999999999996035;249.5430036661453
132900081725750000;258.57599833034857;35.999999999995282;250.09099237277849
132900081725850000;258.93599833034853;35.999999999994976;250.64794017254692
132900081725950000;259.29599833034848;35.999999999994856;251.20693202631622
132900081726050000;259.65599833034844;35.99999999999401;251.75681077554856
132900081726150000;260.0159983303484;35.999999999993676;252.30463232452053
132900081726250000;260.37599833034835;35.999999999993534;252.86153852327621
132900081726350000;260.73599833034837;35.999999999998217;253.42766581626529
132900081726450000;261.09599833034832;35.999999999997819;253.99528402487951
132900081726550000;261.45599833034828;35.999999999997655;254.55400594332306
132900081726650000;261.81599833034824;35.999999999996589;255.11336108513734
132900081726750000;262.17599833034819;35.999999999996163;255.67137065499495
132900081726850000;262.53599833034815;35.999999999995993;256.23553245301093
132900081726950000;262.89599833034811;35.999999999995254;256.79816480021049
132900081727050000;263.25599833034806;35.999999999994969;257.34836418318491
132900081727150000;263.615998330348;35.999999999994856;257.894447676365
132900081727250000;263.975998330348;35.99999999999401;258.44936712490858
132900081727350000;264.33599833034793;35.999999999993676;259.00702124396037
132900081727450000;264.69599833034789;35.999999999993534;259.56667971038917
132900081727550000;265.0559983303479;35.999999999998217;260.11340906230271
132900081727650000;265.41599833034786;35.999999999997819;260.65932963628131
132900081727750000;265.77599833034782;35.999999999997655;261.20254231052559
132900081727850000;266.13599833034777;35.999999999997584;261.75228777815136
132900081727950000;266.49599833034773;35.999999999997108;262.29993927114185
132900081728050000;266.85599833034769;35.999999999996916;262.83268775114823
132900081728150000;267.21599833034765;35.999999999996831;263.36286918154065
132900081728250000;267.5759983303476;35.999999999996255;263.89907885932473
132900081728350000;267.93599833034756;35.999999999996021;264.43798989741805
132900081728450000;268.29599833034752;35.999999999995929;264.97516023032449
132900081728550000;268.65599833034747;35.999999999995232;265.50373917969466
132900081728650000;269.01599833034743;35.999999999994955;266.0296896987029
132900081728750000;269.37599833034739;35.999999999994841;266.55154424592365
132900081728850000;269.73599833034734;35.999999999994;267.07662532321314
132900081728950000;270.0959983303473;35.999999999993676;267.60035169783561
132900081729050000;270.45599833034726;35.999999999993534;268.11242504623851
132900081729150000;270.81599833034727;35.999999999998217;268.61729417606841
132900081729250000;271.17599833034723;35.999999999997819;269.1261849064025
132900081729350000;271.53599833034718;35.999999999997655;269.63999333459026
132900081729450000;271.89599833034714;35.999999999997584;270.15171169146589
132900081729550000;272.2559983303471;35.999999999997108;270.65174424320685
132900081729650000;272.61599833034705;35.999999999996916;271.14885393098638
132900081729750000;272.975998330347;35.999999999996831;271.64066321925725
132900081729850000;273.33599833034697;35.999999999996255;272.138232358311
132900081729950000;273.69599833034692;35.999999999996021;272.63318207783357
132900081730050000;274.05599833034688;35.999999999995929;273.11077538524478
132900081730150000;274.41599833034684;35.999999999995232;273.58593717915022
132900081730250000;274.77599833034679;35.999999999994955;274.06449187878775
132900081730350000;275.13599833034675;35.999999999994841;274.54512297605891
132900081730450000;275.49599833034671;35.999999999994;275.02309031602817
132900081730550000;275.85599833034667;35.999999999993676;275.48930684671581
132900081730650000;276.21599833034668;35.999999999998273;275.9540216731466
132900081730750000;276.57599833034664;35.99999999999784;276.41419201122966
132900081730850000;276.93599833034659;35.999999999997669;276.87458142807111
132900081730950000;277.29599833034655;35.9999999999976;277.33169475813668
132900081731050000;277.65599833034651;35.999999999997115;277.77643960097868
132900081731150000;278.01599833034646;35.999999999996916;278.2148070569894
132900081731250000;278.37599833034642;35.999999999996831;278.65436380834984
132900081731350000;278.73599833034638;35.999999999996255;279.0963420049581
132900081731450000;279.09599833034633;35.999999999996021;279.53407391762732
132900081731550000;279.45599833034629;35.999999999995929;279.96353027323551
132900081731650000;279.81599833034625;35.999999999995232;280.38731771880265
132900081731750000;280.1759983303462;35.999999999994955;280.80864967922867
132900081731850000;280.53599833034616;35.999999999994841;281.23122182164
132900081731950000;280.89599833034612;35.999999999994;281.6510209267787
132900081732050000;281.25599833034607;35.999999999993676;282.05794129288927
132900081732150000;281.61599833034603;35.999999999993534;282.46086096233461
132900081732250000;281.97599833034604;35.999999999998217;282.86599693171888
132900081732350000;282.335998330346;35.999999999997819;283.27030921140749
132900081732450000;282.695998330346;36.000000000000952;283.67224385686683
132900081732550000;283.05599833034614;36.000000000007432;284.06553470735781
132900081732650000;283.41599833034627;36.00000000001004;284.45332107911315
132900081732750000;283.7759983303464;36.000000000011539;284.83713901844834
132900081732850000;284.13599833034652;36.000000000012939;285.2207975501409
132900081732950000;284.49599833034665;36.000000000013507;285.60341511104815
132900081733050000;284.85599833034678;36.000000000014275;285.97487434386153
132900081733150000;285.21599833034685;36.000000000009848;286.33767567835656
132900081733250000;285.575998330347;36.000000000010353;286.70073610147347
132900081733350000;285.9359983303471;36.000000000011212;287.06646853741745
132900081733450000;286.29599833034723;36.000000000011553;287.42659233741171
132900081733550000;286.65599833034736;36.00000000001215;287.77975462212135
132900081733650000;287.01599833034749;36.000000000013181;288.12642278335636
132900081733750000;287.37599833034761;36.000000000013593;288.47064603528059
132900081733850000;287.73599833034774;36.00000000001431;288.814614118565
132900081733950000;288.09599833034781;36.000000000009855;289.15492773223735
132900081734050000;288.45599833034794;36.000000000010353;289.48772092058113
132900081734150000;288.81599833034807;36.000000000011212;289.81362030796134
132900081734250000;289.17599833034819;36.000000000011553;290.13981014422012
132900081734350000;289.53599833034832;36.00000000001215;290.4660929109358
132900081734450000;289.89599833034845;36.000000000013181;290.78911679651856
132900081734550000;290.25599833034858;36.000000000013593;291.10640597042442
132900081734650000;290.6159983303487;36.00000000001431;291.41888990513723
132900081734750000;290.97599833034877;36.000000000009855;291.72724672066693
132900081734850000;291.3359983303489;36.000000000010353;292.03307661406927
132900081734950000;291.695998330349;36.000000000011212;292.3357481371707
132900081735050000;292.05599833034915;36.000000000011553;292.631971858376
132900081735150000;292.41599833034928;36.00000000001215;292.92167761275857
132900081735250000;292.77599833034941;36.000000000013181;293.21159468462076
132900081735350000;293.13599833034954;36.000000000013593;293.50089550495261
132900081735450000;293.49599833034966;36.00000000001431;293.788277015462
132900081735550000;293.85599833034979;36.000000000014595;294.07029313917133
132900081735650000;294.21599833034986;36.000000000009976;294.3467457464838
132900081735750000;294.57599833035;36.0000000000104;294.62232949753246
132900081735850000;294.93599833035012;36.000000000011241;294.89568017739418
132900081735950000;295.29599833035024;36.000000000011575;295.1700877977666
132900081736050000;295.65599833035037;36.000000000012164;295.43559955701687
132900081736150000;296.0159983303505;36.000000000013188;295.69469918870396
132900081736250000;296.37599833035063;36.000000000013607;295.9550246301398
132900081736350000;296.73599833035075;36.000000000014317;296.21482409795561
132900081736450000;297.09599833035082;36.000000000009869;296.47307940969904
132900081736550000;297.45599833035095;36.000000000010367;296.723863026924
132900081736650000;297.81599833035108;36.000000000011219;296.96931481188972
132900081736750000;298.17599833035121;36.000000000011568;297.2109476505882
132900081736850000;298.53599833035133;36.000000000012164;297.44978507409155
132900081736950000;298.89599833035146;36.000000000013188;297.68172263691793
132900081737050000;299.25599833035159;36.000000000013607;297.88906064130936
132900081737150000;299.61599833035172;36.000000000014317;298.07220189567283
132900081737250000;299.97599833035179;36.000000000009869;298.23806852174772
132900081737350000;300.33599833035191;36.000000000010367;298.39179645444875
132900081737450000;300.69599833035204;36.000000000011219;298.53495139792994
132900081737550000;301.05599833035217;36.000000000011568;298.66423492469994
132900081737650000;301.41599833035229;36.000000000012164;298.78299511193404
132900081737750000;301.77599833035242;36.000000000013188;298.88980531610088
132900081737850000;302.13599833035255;36.000000000013607;298.98627910577784
132900081737950000;302.49599833035268;36.000000000014317;299.07651720564013
132900081738050000;302.85599833035275;36.000000000009869;299.15698547622975
132900081738150000;303.21599833035287;36.000000000010367;299.2307867044243
132900081738250000;303.575998330353;36.000000000011219;299.29925194707539
132900081738350000;303.93599833035313;36.000000000011568;299.36446739245224
132900081738450000;304.29599833035326;36.000000000012164;299.42572405995872
132900081738550000;304.65599833035338;36.000000000013188;299.48257408733485
132900081738650000;305.01599833035351;36.000000000013607;299.53711734019896
132900081738750000;305.37599833035364;36.000000000014317;299.592157698587
132900081738850000;305.73599833035371;36.000000000009869;299.64424939224978
132900081738950000;306.09599833035384;36.000000000010367;299.69577950658487
132900081739050000;306.45599833035396;36.000000000011219;299.74562607364737
132900081739150000;306.81599833035409;36.000000000011568;299.79453772638277
132900081739250000;307.17599833035422;36.000000000012164;299.84453545152758
132900081739350000;307.53599833035435;36.000000000013188;299.89617819651392
132900081739450000;307.89599833035447;36.000000000013607;299.94928418129825
132900081739550000;308.2559983303546;36.000000000014317;300.00240671584794
132900081739650000;308.61599833035467;36.000000000009869;300.05722577783325
132900081739750000;308.9759983303548;36.000000000010367;300.11644128471937
132900081739850000;309.33599833035493;36.000000000011219;300.17882314839682
132900081739950000;309.69599833035505;36.000000000011568;300.24785147568423
132900081740050000;310.05599833035518;36.000000000012164;300.317289678117
132900081740150000;310.41599833035531;36.000000000013188;300.39324796080297
132900081740250000;310.77599833035543;36.000000000013607;300.4758661792622
132900081740350000;311.13599833035556;36.000000000014317;300.56735021275745
132900081740450000;311.49599833035563;36.000000000009869;300.67046067920182
132900081740550000;311.85599833035576;36.000000000010367;300.7872899473204
132900081740650000;312.21599833035589;36.000000000011219;300.92776893539661
132900081740750000;312.575998330356;36.000000000011568;301.09035310255291
132900081740850000;312.93599833035614;36.000000000012164;301.27231728089214
132900081740950000;313.29599833035627;36.000000000013188;301.46842286086417
132900081741050000;313.6559983303564;36.000000000013607;301.67030021535555
132900081741150000;314.01599833035652;36.000000000014317;301.87994000230515
132900081741250000;314.37599833035659;36.000000000009869;302.09790780971912
132900081741350000;314.73599833035672;36.000000000010367;302.32748192353841
132900081741450000;315.09599833035685;36.000000000011219;302.56358757132915
132900081741550000;315.455998330357;36.000000000011568;302.80106454245617
132900081741650000;315.8159983303571;36.000000000012164;303.04153189133115
132900081741750000;316.17599833035723;36.000000000013188;303.28648795362557
132900081741850000;316.53599833035736;36.000000000013607;303.5385362081181
132900081741950000;316.89599833035749;36.000000000014317;303.798130184311
132900081742050000;317.25599833035756;36.000000000009869;304.05532616715072
132900081742150000;317.61599833035768;36.000000000010367;304.31366240404697
132900081742250000;317.97599833035781;36.000000000011219;304.57732300645307
132900081742350000;318.33599833035794;36.000000000011568;304.8497053703025
132900081742450000;318.69599833035807;36.000000000012164;305.12755691004691
132900081742550000;319.05599833035819;36.000000000013188;305.40398616338621
132900081742650000;319.41599833035832;36.000000000013607;305.68090575395735
132900081742750000;319.77599833035845;36.000000000014317;305.96119119966312
132900081742850000;320.13599833035852;36.000000000009869;306.24604539952793
132900081742950000;320.49599833035865;36.000000000010367;306.53863499199667
132900081743050000;320.85599833035877;36.000000000011219;306.82773728621936
132900081743150000;321.2159983303589;36.000000000011568;307.115249815636
132900081743250000;321.575998330359;36.000000000012164;307.40933521909682
132900081743350000;321.93599833035915;36.000000000013188;307.71085538229954
132900081743450000;322.29599833035928;36.000000000013607;308.01688848084234
132900081743550000;322.65599833035941;36.000000000014317;308.32472172197174
132900081743650000;323.01599833035948;36.000000000009869;308.63320944157812
132900081743750000;323.37599833035961;36.000000000010367;308.94434743940923
132900081743850000;323.73599833035973;36.000000000011219;309.2620556719101
132900081743950000;324.09599833035986;36.000000000011568;309.58758201352254
132900081744050000;324.45599833036;36.000000000012164;309.91287224028792
132900081744150000;324.81599833036012;36.000000000013188;310.23749444321663
132900081744250000;325.17599833036024;36.000000000013607;310.569769144596
132900081744350000;325.53599833036037;36.000000000014317;310.91185439693822
132900081744450000;325.89599833036044;36.000000000009869;311.2602377981259
132900081744550000;326.25599833036057;36.000000000010367;311.60613620764792
132900081744650000;326.6159983303607;36.000000000011219;311.95278793301208
132900081744750000;326.97599833036082;36.000000000011568;312.30363103257065
132900081744850000;327.33599833036095;36.000000000012164;312.66173701338147
132900081744950000;327.69599833036108;36.000000000013188;313.02662804354316
132900081745050000;328.05599833036121;36.000000000013607;313.3887453078404
132900081745150000;328.41599833036133;36.000000000014317;313.75048240190017
132900081745250000;328.7759983303614;36.000000000009869;314.11939816480816
132900081745350000;329.13599833036153;36.000000000010367;314.50034033797954
132900081745450000;329.49599833036166;36.000000000011219;314.88431277860826
132900081745550000;329.85599833036179;36.000000000011568;315.26732948569276
132900081745650000;330.21599833036191;36.0000000000117;315.65329074452711
132900081745750000;330.57599833036204;36.000000000012214;316.04314440677109
132900081745850000;330.93599833036217;36.000000000013209;316.44000822159626
132900081745950000;331.29599833036229;36.000000000013614;316.84534227004309
132900081746050000;331.65599833036242;36.000000000014325;317.24885119716964
132900081746150000;332.01599833036249;36.000000000009869;317.65008982095947
132900081746250000;332.37599833036262;36.000000000010367;318.06000594730432
132900081746350000;332.73599833036275;36.000000000011219;318.47954408691686
132900081746450000;333.09599833036287;36.000000000011568;318.905597456129
132900081746550000;333.455998330363;36.000000000012164;319.33076620914278
132900081746650000;333.81599833036313;36.000000000013188;319.75219208434908
132900081746750000;334.17599833036326;36.000000000013607;320.17770670593086
132900081746850000;334.53599833036338;36.000000000014317;320.60768912817781
132900081746950000;334.89599833036345;36.000000000009869;321.04545363526267
132900081747050000;335.25599833036358;36.000000000010367;321.47993686481584
132900081747150000;335.61599833036371;36.000000000011219;321.91120424515611
132900081747250000;335.97599833036384;36.000000000011568;322.34710708589677
132900081747350000;336.33599833036396;36.000000000012164;322.79107568617729
132900081747450000;336.69599833036409;36.000000000013188;323.24234052487145
132900081747550000;337.05599833036422;36.000000000013607;323.69335366249464
132900081747650000;337.41599833036435;36.000000000014317;324.14320478664393
132900081747750000;337.77599833036442;36.000000000009869;324.59826341427083
132900081747850000;338.13599833036454;36.000000000010367;325.06032465212104
132900081747950000;338.49599833036467;36.000000000011219;325.53137107466347
132900081748050000;338.8559983303648;36.000000000011568;326.00111520030873
132900081748150000;339.21599833036493;36.000000000012164;326.46774165293772
132900081748250000;339.57599833036505;36.000000000013188;326.94212821306456
132900081748350000;339.93599833036518;36.000000000013607;327.4279959486596
132900081748450000;340.29599833036531;36.000000000014317;327.92061356460425
132900081748550000;340.65599833036538;36.000000000009869;328.41087571784789
132900081748650000;341.01599833036551;36.000000000010367;328.897987319364
132900081748750000;341.37599833036563;36.000000000011219;329.38822783537864
132900081748850000;341.73599833036576;36.000000000011568;329.88476503153709
132900081748950000;342.09599833036589;36.000000000012164;330.39020691071266
132900081749050000;342.455998330366;36.000000000013188;330.89056911476996
132900081749150000;342.81599833036614;36.000000000013607;331.38345001458231
132900081749250000;343.17599833036627;36.000000000014317;331.88089430081652
132900081749350000;343.53599833036634;36.000000000009869;332.38797756748403
132900081749450000;343.89599833036647;36.000000000010367;332.9021403034364
132900081749550000;344.25599833036659;36.000000000011219;333.4128145722425
132900081749650000;344.61599833036672;36.000000000011568;333.92246790730377
132900081749750000;344.97599833036685;36.000000000012164;334.4352279109919
132900081749850000;345.335998330367;36.000000000013188;334.95334429459126
132900081749950000;345.6959983303671;36.000000000013607;335.48159431450767
132900081750050000;346.05599833036723;36.000000000014317;336.00589508067043
132900081750150000;346.4159983303673;36.000000000009869;336.52485037299755
132900081750250000;346.77599833036743;36.000000000010367;337.05125646482475
132900081750350000;347.13599833036756;36.000000000011219;337.58774407732437
132900081750450000;347.49599833036768;36.000000000011568;338.13089327410461
132900081750550000;347.85599833036781;36.000000000012164;338.66967443483094
132900081750650000;348.21599833036794;36.000000000013188;339.20473962236713
132900081750750000;348.57599833036807;36.000000000013607;339.7409770675564
132900081750850000;348.93599833036819;36.000000000014317;340.28135816648404
132900081750950000;349.29599833036826;36.000000000009869;340.82887462737409
132900081751050000;349.65599833036839;36.000000000010367;341.37047611956774
132900081751150000;350.01599833036852;36.000000000011219;341.90396714849965
132900081751250000;350.37599833036865;36.000000000011568;342.43967400966005
132900081751350000;350.73599833036877;36.000000000012164;342.989624352878
132900081751450000;351.0959983303689;36.000000000013188;343.54482065805394
132900081751550000;351.455998330369;36.000000000013607;344.09464887313857
132900081751650000;351.81599833036915;36.000000000014317;344.63977060579265
132900081751750000;352.17599833036923;36.000000000009869;345.186702531942
132900081751850000;352.53599833036935;36.000000000010367;345.73304718981944
132900081751950000;352.89599833036948;36.000000000011219;346.28751101894568
132900081752050000;353.25599833036961;36.000000000011568;346.83540463187069
132900081752150000;353.61599833036973;36.000000000012164;347.37463976161985
132900081752250000;353.97599833036986;36.000000000013188;347.91569187585179
132900081752350000;354.33599833037;36.000000000013607;348.46566251517186
132900081752450000;354.69594320753009;35.995656902449156;349.0177670308392
132900081752550000;355.05495303799688;35.93170363332495;349.56351700865042
132900081752650000;355.41151296446367;35.752883248806619;350.10116630000425
132900081752750000;355.76409179693047;35.436316438800588;350.63757477833218
132900081752850000;356.1111583453972;34.972808521708593;351.15951147538317
132900081752950000;356.451181419864;34.358664361229515;351.68228632125562
132900081753050000;356.78262983033073;33.592398964944543;352.19626002332132
132900081753150000;357.10397238679747;32.673415547712089;352.69294513178306
132900081753250000;357.4136778992642;31.60147427496954;353.17649422614875
132900081753350000;357.7102151777309;30.376478762580916;353.6449379556642
132900081753450000;357.99205303219759;28.998390275925711;354.10724221737877
132900081753550000;358.25766027266428;27.467193248432594;354.55415151272922
132900081753650000;358.50550570913089;25.782881424234638;354.97540226371632
132900081753750000;358.73405815159754;23.945452289255044;355.37342297039635
132900081753850000;358.94178641006414;21.954904833128936;355.74253511925713
132900081753950000;359.12716897265886;19.812043060540184;356.09302658576655
132900081754050000;359.28968288085878;17.586502710580916;356.41706502131029
132900081754150000;359.43065803552247;15.410411549350725;356.70383378581005
132900081754250000;359.55162562665;13.345776816079033;356.96483831277811
132900081754350000;359.65411684424123;11.417517829507284;357.20011936246334
132900081754450000;359.73966287829626;9.6356491049529787;357.40883717805474
132900081754550000;359.80979491881504;8.0041952515146573;357.59337431192944
132900081754650000;359.86604415579762;6.52477366932822;357.75015960651086
132900081754750000;359.90994177924392;5.1980343552249018;357.88517297502
132900081754850000;359.94301897915403;4.024238528365041;357.99966702553377
132900081754950000;359.96680694552794;3.0034911668655484;358.08898024623545
132900081755050000;359.98283686836561;2.1358344590743612;358.16230960943636
132900081755150000;359.99263993766709;1.4212853595470529;358.22476698404239
132900081755250000;359.99774734343231;0.85985068193058578;358.26961388591462
132900081755350000;359.99969027566135;0.45153316448868852;358.310775777176
132900081755450000;359.99999992435414;0.19633390765797198;358.34341982785276
132900081755550000;360;0.07890523415144747;358.36683054770884
132900081755650000;360;0.031710243920174047;358.37877255424269
132900081755750000;360;0.01274363583468929;358.38484010498865
132900081755850000;360;0.0051213814279068978;358.38481501905591
132900081755950000;360;0.00205816833361742;358.3835428891897
132900081756050000;360;0.00082713169271533436;358.38242267228804
132900081756150000;360;0.00033240567640630404;358.38244318793608
132900081756250000;360;0.00013358638615865488;358.38153586317247
132900081756350000;360;5.3685372523893594E-05;358.3821535991251
132900081756450000;360;2.1574947162701586E-05;358.38317922214731
132900081756550000;360;8.6704873821299463E-06;358.38224045263541
132900081756650000;360;3.4844744173297441E-06;358.38081972721335
132900081756750000;360;1.4003321185899504E-06;358.38115574581246
132900081756850000;360;5.6276207183559619E-07;358.38168420948722
132900081756950000;360;2.261614550522426E-07;358.38187239189904
132900081757050000;360;9.0889216440105247E-08;358.38285350933108
132900081757150000;360;3.65263376254281E-08;358.38240430460922
132900081757250000;360;1.4679115879560552E-08;358.38147631342105
132900081757350000;360;5.8992074490260713E-09;358.38024188969496
132900081757450000;360;2.3707591664360179E-09;358.37962949771435
132900081757550000;360;9.52754937643076E-10;358.37986662041396
132900081757650000;360;3.82890841066694E-10;358.37927706558622
132900081757750000;360;1.5387524155522364E-10;358.37964575419477
132900081757850000;360;0;358.38105250751363
132900081757950000;360;0;358.38217206867927
132900081758050000;360;0;358.38298004588955
132900081758150000;360;0;358.38097135480211
132900081758250000;360;0;358.38161588118743
132900081758350000;360;0;358.38263161718675
132900081758450000;360;0;358.38255799989906
132900081758550000;360;0;358.38164011497696
132900081758650000;360;0;358.38297697884519
132900081758750000;360;0;358.38297411136659
132900081758850000;360;0;358.38300962991235
132900081758950000;360;0;358.38287806313417
132900081759050000;360;0;358.38189725760219
132900081759150000;360;0;358.38212414289336
132900081759250000;360;0;358.38138033487434
132900081759350000;360;0;358.38096091754244
132900081759450000;360;0;358.38130830940423
132900081759550000;360;0;358.38112971559173
132900081759650000;360;0;358.38183587177843
132900081759750000;360;0;358.38211734159751
132900081759850000;360;0;358.38207954134276
132900081759950000;360;0;358.38237712569827
132900081760050000;360;0;358.38267721525926
132900081760150000;360;0;358.38281333895748
132900081760250000;360;0;358.38259153641604
132900081760350000;360;0;358.38272167925163
132900081760450000;360;0;358.38290512224125
132900081760550000;360;0;358.38159152128873
132900081760650000;360;0;358.38082819951131
132900081760750000;360;0;358.37951770209719
132900081760850000;360;0;358.38042345671005
132900081760950000;360;0;358.38037347804959
132900081761050000;360;0;358.38004315456106
132900081761150000;360;0;358.38058255051442
132900081761250000;360;0;358.38147967642249
132900081761350000;360;0;358.38172758587655
132900081761450000;360;0;358.38148995297297
132900081761550000;360;0;358.3808319010912
132900081761650000;360;0;358.38143280420348
132900081761750000;360;0;358.38134037243987
132900081761850000;360;0;358.38129398410246
132900081761950000;360;0;358.381321777838
132900081762050000;360;0;358.38227568720947
132900081762150000;360;0;358.38136920410903
132900081762250000;360;0;358.380804997477
132900081762350000;360;0;358.38094782700909
132900081762450000;360;0;358.38168953177569
132900081762550000;360;0;358.38092129481487
132900081762650000;360;0;358.3802212560546
132900081762750000;360;0;358.3801417149084
132900081762850000;360;0;358.38121585089107
132900081762950000;360;0;358.38068801760664
132900081763050000;360;0;358.382004446962
132900081763150000;360;0;358.38187504214824
132900081763250000;360;0;358.38132159029357
132900081763350000;360;0;358.38190195945981
132900081763450000;360;0;358.38272550793829
132900081763550000;360;0;358.38237511122111
132900081763650000;360;0;358.38107022192582
132900081763750000;360;0;358.37981537923741
132900081763850000;360;0;358.37968813966336
132900081763950000;360;0;358.38010761197842
132900081764050000;360;0;358.3799286243725
132900081764150000;360;0;358.37912895188055
132900081764250000;360;0;358.37931461385915
132900081764350000;360;0;358.37877004704939
132900081764450000;360;0;358.38096854032852
132900081764550000;360;0;358.38012017361677
132900081764650000;360;0;358.38120313171896
132900081764750000;360;0;358.38055190429253
132900081764850000;360;0;358.379621870841
132900081764950000;360;0;358.38057962198769
132900081765050000;360;0;358.38097831914234
132900081765150000;360;0;358.38073685313503
132900081765250000;360;0;358.3811891876648
132900081765350000;360;0;358.38047013711616
132900081765450000;360;0;358.38060376827286
132900081765550000;360;0;358.38047202868012
132900081765650000;360;0;358.38074099516518
132900081765750000;360;0;358.38062991724775
132900081765850000;360;0;358.38146697243627
132900081765950000;360;0;358.38090180091905
132900081766050000;360;0;358.38162513635166
132900081766150000;360;0;358.38075729904313
132900081766250000;360;0;358.38088072974364
132900081766350000;360;0;358.37999613188128
132900081766450000;360;0;358.38127837207207
132900081766550000;360;0;358.38129069984609
132900081766650000;360;0;358.38210478479493
132900081766750000;360;0;358.3818917368921
132900081766850000;360;0;358.38217936694622
132900081766950000;360;0;358.38073400035194
132900081767050000;360;0;358.38048422837079
132900081767150000;360;0;358.37971000952865
132900081767250000;360;0;358.37754359929988
132900081767350000;360;0;358.379649215854
132900081767450000;360;0;358.3813721885727
132900081767550000;360;0;358.38099137161277
132900081767650000;360;0;358.38064050992512
132900081767750000;360;0;358.380250741831
132900081767850000;360;0;358.38004025310391
132900081767950000;360;0;358.38094056566081
132900081768050000;360;0;358.38127345209273
132900081768150000;360;0;358.38121367525684
132900081768250000;360;0;358.38120397854118
132900081768350000;360;0;358.38034612052638
132900081768450000;360;0;358.38058605867224
132900081768550000;360;0;358.38199747503415
132900081768650000;360;0;358.38127820365384
132900081768750000;360;0;358.38055070788937
132900081768850000;360;0;358.38201274641762
132900081768950000;360;0;358.38260608397115
132900081769050000;360;0;358.38410187284757
132900081769150000;360;0;358.38368488210284
132900081769250000;360;0;358.38291665148233
132900081769350000;360;0;358.38216324091042
132900081769450000;360;0;358.38307582638339
132900081769550000;360;0;358.38184176452012
132900081769650000;360;0;358.38271014302796
132900081769750000;360;0;358.383378407426
132900081769850000;360;0;358.3814202572683
132900081769950000;360;0;358.38102669290851
132900081770050000;360;0;358.38079343723308
132900081770150000;360;0;358.38061487739878
132900081770250000;360;0;358.38127845811118
132900081770350000;360;0;358.380684350855
132900081770450000;360;0;358.38026030933395
132900081770550000;360;0;358.38063213677282
132900081770650000;360;0;358.38133207776576
132900081770750000;360;0;358.3827819804348
132900081770850000;360;0;358.383122298359
132900081770950000;360;0;358.38246943623574
132900081771050000;360;0;358.38155523422222
132900081771150000;360;0;358.38021519003979
132900081771250000;360;0;358.38180402763152
132900081771350000;360;0;358.382220423359
132900081771450000;360;0;358.38288483579748
132900081771550000;360;0;358.38305174440382
132900081771650000;360;0;358.3839700838721
132900081771750000;360;0;358.38346643841493
132900081771850000;360;0;358.38350561628442
132900081771950000;360;0;358.38319623047971
132900081772050000;360;0;358.38363482208638
132900081772150000;360;0;358.38356884123175
132900081772250000;360;0;358.38214899329847
132900081772350000;360;0;358.3814949958396
132900081772450000;360;0;358.38062064975526
132900081772550000;360;0;358.38076102063968
132900081772650000;360;0;358.381346187934
132900081772750000;360;0;358.38300203029178
132900081772850000;360;0;358.38335103272942
132900081772950000;360;0;358.383094549789
132900081773050000;360;0;358.38322584991084
132900081773150000;360;0;358.38312944928362
132900081773250000;360;0;358.38310895139841
132900081773350000;360;0;358.38310627671768
132900081773450000;360;0;358.38287266828269
132900081773550000;360;0;358.38250032283787
132900081773650000;360;0;358.3827602269904
132900081773750000;360;0;358.38255444152782
132900081773850000;360;0;358.38273048193491
132900081773950000;360;0;358.38221243884607
132900081774050000;360;0;358.38234140491778
132900081774150000;360;0;358.38167613395268
132900081774250000;360;0;358.38192324496282
132900081774350000;360;0;358.38187724676817
132900081774450000;360;0;358.38168077655496
