Name;Resolver voltage divider at sine and cosine coild;
File;C:\Users\alexandregoncalves\Documents\MCAG\TwinCAT\ResolverTestResults\CSVFiles\VoltageDividerSineCosCoils.csv;
Starttime of export;132907960342450000;Thursday, March 3, 2022;16:47:14.245
Endtime of export;132907960642850000;Thursday, March 3, 2022;16:47:44.285


TriggerGroup;Count;ReleaseTime;Comment;

Name;fActPosition (Internal Counter);fActVelocity;fActPosition (Resolver)
SymbolComment;Actual position value;Actual velocity;Actual position value
Data-Type;REAL64;REAL64;REAL64
SampleTime;10;10;10
VariableSize;8;8;8
SymbolBased;True;True;True
IndexGroup;61462;61462;16448
IndexOffset;0;0;1740840
SymbolName;MAIN.afbAxes[3].stAxisStruct.stStatus.fActPosition;MAIN.afbAxes[3].stAxisStruct.stStatus.fActVelocity;GVL.astAxes[9].stStatus.fActPosition
NetID;5.79.68.212.1.1;5.79.68.212.1.1;5.79.68.212.1.1
Port;852;852;852
Offset;0;0;0
ScaleFactor;1;1;1
BitMask;0xffffffffffffffff;0xffffffffffffffff;0xffffffffffffffff
Unit;(None);(None);(None)
Unit ScaleFactor;1;1;1
Unit Offset;0;0;0


132907960415950000;142.29599833036136;35.999999999997129;142.52376546028182
132907960416050000;142.65599833036131;35.999999999996874;142.88774068230353
132907960416150000;143.01599833036127;35.999999999996447;143.24338205677606
132907960416250000;143.37599833036123;35.999999999996277;143.59156827336696
132907960416350000;143.73599833036118;35.999999999995978;143.94646130803872
132907960416450000;144.09599833036114;35.999999999995467;144.29342014489828
132907960416550000;144.4559983303611;35.999999999995254;144.6454585199985
132907960416650000;144.81599833036106;35.9999999999949;144.99449993135025
132907960416750000;145.17599833036104;35.999999999997129;145.33955590667793
132907960416850000;145.535998330361;35.999999999996874;145.68718681251227
132907960416950000;145.89599833036095;35.999999999996447;146.03379708768472
132907960417050000;146.25599833036091;35.999999999996277;146.38765286970846
132907960417150000;146.61599833036087;35.999999999995978;146.73816726623133
132907960417250000;146.97599833036082;35.999999999995467;147.07843643209063
132907960417350000;147.33599833036078;35.999999999995254;147.42232093580884
132907960417450000;147.69599833036074;35.9999999999949;147.76638960067913
132907960417550000;148.05599833036072;35.999999999997129;148.11082194443407
132907960417650000;148.41599833036068;35.999999999996874;148.457161373273
132907960417750000;148.77599833036064;35.999999999996447;148.79545762396572
132907960417850000;149.13599833036059;35.999999999996277;149.14165458417205
132907960417950000;149.49599833036055;35.999999999995978;149.48797577565182
132907960418050000;149.85599833036051;35.999999999995467;149.83866890272603
132907960418150000;150.21599833036046;35.999999999994984;150.18738231432312
132907960418250000;150.57599833036045;35.999999999997158;150.53098332925927
132907960418350000;150.93599833036041;35.999999999996895;150.87452824935292
132907960418450000;151.29599833036036;35.999999999996461;151.21738995996634
132907960418550000;151.65599833036032;35.999999999996284;151.56431277902624
132907960418650000;152.01599833036028;35.999999999995978;151.90921348314777
132907960418750000;152.37599833036023;35.999999999995467;152.24861526835659
132907960418850000;152.73599833036019;35.999999999995254;152.59555216473359
132907960418950000;153.09599833036015;35.9999999999949;152.93816018621936
132907960419050000;153.45599833036013;35.999999999997129;153.28674999085621
132907960419150000;153.81599833036009;35.999999999996874;153.63179718782016
132907960419250000;154.17599833036005;35.999999999996447;153.97182718070982
132907960419350000;154.53599833036;35.999999999996277;154.31251863569563
132907960419450000;154.89599833035996;35.999999999995978;154.65636875101595
132907960419550000;155.25599833035992;35.999999999995467;155.0014681668215
132907960419650000;155.61599833035987;35.999999999995254;155.34296531359854
132907960419750000;155.97599833035983;35.9999999999949;155.68389386782317
132907960419850000;156.33599833035981;35.999999999997129;156.0256126134455
132907960419950000;156.69599833035977;35.999999999996874;156.3683068833048
132907960420050000;157.05599833035973;35.999999999996447;156.71862444258744
132907960420150000;157.41599833035969;35.999999999996277;157.06756592039773
132907960420250000;157.77599833035964;35.999999999995978;157.41303782881681
132907960420350000;158.1359983303596;35.999999999995467;157.75295714704612
132907960420450000;158.49599833035956;35.999999999995254;158.10023895387613
132907960420550000;158.85599833035951;35.9999999999949;158.44328269428289
132907960420650000;159.2159983303595;35.999999999997129;158.78832885627469
132907960420750000;159.57599833035945;35.999999999996874;159.12722811684384
132907960420850000;159.93599833035941;35.999999999996447;159.47265803922315
132907960420950000;160.29599833035937;35.999999999996277;159.81673496569633
132907960421050000;160.65599833035932;35.999999999995978;160.17078151620598
132907960421150000;161.01599833035928;35.999999999995467;160.51961125334719
132907960421250000;161.37599833035924;35.999999999995254;160.86252637002494
132907960421350000;161.7359983303592;35.9999999999949;161.20580431846946
132907960421450000;162.09599833035918;35.999999999997129;161.55051228252972
132907960421550000;162.45599833035914;35.999999999996874;161.89782099440845
132907960421650000;162.81599833035909;35.999999999996447;162.2395546138132
132907960421750000;163.17599833035905;35.999999999996277;162.58437270063843
132907960421850000;163.535998330359;35.999999999995978;162.92589408649516
132907960421950000;163.89599833035896;35.999999999995467;163.27653022772378
132907960422050000;164.25599833035892;35.999999999995254;163.62805277743695
132907960422150000;164.61599833035888;35.9999999999949;163.97884675174493
132907960422250000;164.97599833035886;35.999999999997129;164.32263440513773
132907960422350000;165.33599833035882;35.999999999996874;164.66451057054087
132907960422450000;165.69599833035878;35.999999999996447;165.00849662356237
132907960422550000;166.05599833035873;35.999999999996277;165.35314775843972
132907960422650000;166.41599833035869;35.999999999995978;165.69442170744858
132907960422750000;166.77599833035865;35.999999999995467;166.03172034169191
132907960422850000;167.1359983303586;35.999999999995254;166.37415187503561
132907960422950000;167.49599833035856;35.9999999999949;166.71240465853543
132907960423050000;167.85599833035855;35.999999999997129;167.05902421231249
132907960423150000;168.2159983303585;35.999999999996547;167.40223845408741
132907960423250000;168.57599833035846;35.999999999996319;167.74030325134805
132907960423350000;168.93599833035842;35.999999999996;168.07304588519375
132907960423450000;169.29599833035837;35.999999999995474;168.41170111010547
132907960423550000;169.65599833035833;35.999999999995268;168.74817668481393
132907960423650000;170.01599833035829;35.9999999999949;169.09083194634093
132907960423750000;170.37599833035827;35.999999999997129;169.42285965875985
132907960423850000;170.73599833035823;35.999999999996874;169.76406106720515
132907960423950000;171.09599833035819;35.999999999996447;170.1009531221244
132907960424050000;171.45599833035814;35.999999999996277;170.44547016056802
132907960424150000;171.8159983303581;35.999999999995978;170.78446198313463
132907960424250000;172.17599833035806;35.999999999995467;171.1242272469369
132907960424350000;172.535998330358;35.999999999995254;171.45736418629133
132907960424450000;172.89599833035797;35.9999999999949;171.79552276131255
132907960424550000;173.25599833035795;35.999999999997129;172.13352607781374
132907960424650000;173.61599833035791;35.999999999996874;172.4736140683867
132907960424750000;173.97599833035787;35.999999999996447;172.80974989718365
132907960424850000;174.33599833035783;35.999999999996277;173.14875230745767
132907960424950000;174.69599833035778;35.999999999995978;173.48351034106236
132907960425050000;175.05599833035774;35.999999999995467;173.82856260212054
132907960425150000;175.4159983303577;35.999999999995254;174.17171795330052
132907960425250000;175.77599833035765;35.9999999999949;174.50710962797453
132907960425350000;176.13599833035764;35.999999999997129;174.84142389477796
132907960425450000;176.49599833035759;35.999999999996874;175.17691435046558
132907960425550000;176.85599833035755;35.999999999996447;175.51457025265003
132907960425650000;177.21599833035751;35.999999999996277;175.85110562382403
132907960425750000;177.57599833035746;35.999999999995978;176.18611083849621
132907960425850000;177.93599833035742;35.999999999995467;176.523604823286
132907960425950000;178.29599833035738;35.999999999995254;176.86108419180621
132907960426050000;178.65599833035734;35.9999999999949;177.2036724157858
132907960426150000;179.01599833035732;35.999999999997129;177.54869760712202
132907960426250000;179.37599833035728;35.999999999996874;177.88716542070233
132907960426350000;179.73599833035723;35.999999999996447;178.22455816558164
132907960426450000;180.09599833035719;35.999999999996277;178.56366093110825
132907960426550000;180.45599833035715;35.999999999995978;178.90770841635739
132907960426650000;180.8159983303571;35.999999999995467;179.25230170724959
132907960426750000;181.17599833035706;35.999999999995254;179.59345550335675
132907960426850000;181.53599833035702;35.9999999999949;179.93480007900124
132907960426950000;181.895998330357;35.999999999997129;180.27868647588895
132907960427050000;182.25599833035696;35.999999999996874;180.62862903034286
132907960427150000;182.61599833035692;35.999999999996447;180.97781474463878
132907960427250000;182.97599833035687;35.999999999996277;181.31996391728407
132907960427350000;183.33599833035683;35.999999999995978;181.66406624436146
132907960427450000;183.69599833035679;35.999999999995467;182.00901903680969
132907960427550000;184.05599833035674;35.999999999995254;182.35815330788893
132907960427650000;184.4159983303567;35.9999999999949;182.70351688123822
132907960427750000;184.77599833035669;35.999999999997129;183.04619150176009
132907960427850000;185.13599833035664;35.999999999996874;183.39187418597243
132907960427950000;185.4959983303566;35.999999999996447;183.73890049422838
132907960428050000;185.85599833035656;35.999999999996049;184.09175012006293
132907960428150000;186.21599833035651;35.999999999995495;184.44287251050116
132907960428250000;186.57599833035647;35.999999999995275;184.78704182316548
132907960428350000;186.93599833035643;35.999999999994913;185.13172945688569
132907960428450000;187.29599833035641;35.999999999997129;185.478090179714
132907960428550000;187.65599833035637;35.999999999996874;185.82437397915163
132907960428650000;188.01599833035633;35.999999999996447;186.17194151835625
132907960428750000;188.37599833035628;35.999999999996277;186.51621850071177
132907960428850000;188.73599833035624;35.999999999995978;186.85956263322066
132907960428950000;189.0959983303562;35.999999999995467;187.20070570937307
132907960429050000;189.45599833035615;35.999999999995254;187.54812332383824
132907960429150000;189.81599833035611;35.9999999999949;187.89566062334649
132907960429250000;190.17599833035609;35.999999999997129;188.23527953855188
132907960429350000;190.53599833035605;35.999999999996874;188.57372173118583
132907960429450000;190.895998330356;35.999999999996447;188.91240841776073
132907960429550000;191.25599833035597;35.999999999996277;189.25287115632054
132907960429650000;191.61599833035592;35.999999999995978;189.59357784617319
132907960429750000;191.97599833035588;35.999999999995467;189.93104435526658
132907960429850000;192.33599833035584;35.999999999995254;190.27013038168559
132907960429950000;192.69599833035579;35.9999999999949;190.60996440651252
132907960430050000;193.05599833035578;35.999999999997129;190.95441326089676
132907960430150000;193.41599833035573;35.999999999996874;191.30260418968422
132907960430250000;193.77599833035569;35.999999999996447;191.64131013468762
132907960430350000;194.13599833035565;35.999999999996277;191.98090053681855
132907960430450000;194.4959983303556;35.999999999995978;192.32454956340283
132907960430550000;194.85599833035556;35.999999999995467;192.6685386871294
132907960430650000;195.21599833035552;35.999999999995254;193.00957515749096
132907960430750000;195.57599833035548;35.9999999999949;193.3502306534258
132907960430850000;195.93599833035546;35.999999999997129;193.68893416311997
132907960430950000;196.29599833035542;35.999999999996874;194.03103757861243
132907960431050000;196.65599833035537;35.999999999996447;194.3746602634603
132907960431150000;197.01599833035533;35.999999999996277;194.72404381048571
132907960431250000;197.37599833035529;35.999999999995978;195.05954042130514
132907960431350000;197.73599833035524;35.999999999995467;195.39821218727039
132907960431450000;198.0959983303552;35.999999999995254;195.73444671790105
132907960431550000;198.45599833035516;35.9999999999949;196.07565227896771
132907960431650000;198.81599833035514;35.999999999997129;196.41447544368546
132907960431750000;199.1759983303551;35.999999999996874;196.752295233878
132907960431850000;199.53599833035506;35.999999999996447;197.08977577872571
132907960431950000;199.895998330355;35.999999999996277;197.42791541298905
132907960432050000;200.25599833035497;35.999999999995978;197.77161905056
132907960432150000;200.61599833035493;35.999999999995467;198.11864323342738
132907960432250000;200.97599833035488;35.999999999995254;198.45814828828372
132907960432350000;201.33599833035484;35.9999999999949;198.7955036375794
132907960432450000;201.69599833035483;35.999999999997129;199.13979512044912
132907960432550000;202.05599833035478;35.999999999996874;199.48210535200485
132907960432650000;202.41599833035474;35.999999999996447;199.82790341573886
132907960432750000;202.7759983303547;35.999999999996277;200.16742712108174
132907960432850000;203.13599833035465;35.999999999995978;200.51145004328274
132907960432950000;203.49599833035461;35.999999999995467;200.85154745203741
132907960433050000;203.85599833035457;35.999999999994984;201.20242240520787
132907960433150000;204.21599833035455;35.999999999997158;201.55024011688818
132907960433250000;204.57599833035451;35.999999999996895;201.89363173694483
132907960433350000;204.93599833035447;35.999999999996461;202.23486763024209
132907960433450000;205.29599833035442;35.999999999996284;202.57972777249992
132907960433550000;205.65599833035438;35.999999999995978;202.92478266557455
132907960433650000;206.01599833035434;35.999999999995467;203.26654706203777
132907960433750000;206.37599833035429;35.999999999995254;203.61161277797748
132907960433850000;206.73599833035425;35.9999999999949;203.95829010640742
132907960433950000;207.09599833035423;35.999999999997129;204.3075287954816
132907960434050000;207.45599833035419;35.999999999996874;204.65712956528188
132907960434150000;207.81599833035415;35.999999999996447;205.01444936210515
132907960434250000;208.17599833035411;35.999999999996277;205.35996547215714
132907960434350000;208.53599833035406;35.999999999995978;205.70652436181288
132907960434450000;208.89599833035402;35.999999999995467;206.05541980266395
132907960434550000;209.25599833035398;35.999999999995254;206.40851872562382
132907960434650000;209.61599833035393;35.9999999999949;206.76064655571761
132907960434750000;209.97599833035392;35.999999999997129;207.10619778900954
132907960434850000;210.33599833035387;35.999999999996874;207.45717644467896
132907960434950000;210.69599833035383;35.999999999996447;207.80555841683562
132907960435050000;211.05599833035379;35.999999999996277;208.16374861364128
132907960435150000;211.41599833035374;35.999999999995978;208.5207931000798
132907960435250000;211.7759983303537;35.999999999995467;208.87262548705783
132907960435350000;212.13599833035366;35.999999999995254;209.21974409704677
132907960435450000;212.49599833035362;35.9999999999949;209.56616354676078
132907960435550000;212.8559983303536;35.999999999997129;209.91867099262416
132907960435650000;213.21599833035356;35.999999999996874;210.26846579192062
132907960435750000;213.57599833035351;35.999999999996447;210.61629270724515
132907960435850000;213.93599833035347;35.999999999996277;210.964007282259
132907960435950000;214.29599833035343;35.999999999995978;211.31367451497388
132907960436050000;214.65599833035338;35.999999999995467;211.66710761244985
132907960436150000;215.01599833035334;35.999999999995254;212.02371250741373
132907960436250000;215.3759983303533;35.9999999999949;212.37604879751171
132907960436350000;215.73599833035328;35.999999999997129;212.72133383660724
132907960436450000;216.09599833035324;35.999999999996874;213.07193085357625
132907960436550000;216.4559983303532;35.999999999996447;213.4220464767383
132907960436650000;216.81599833035315;35.999999999996277;213.77306104118949
132907960436750000;217.17599833035311;35.999999999995978;214.12014239330409
132907960436850000;217.53599833035307;35.999999999995467;214.46920340940122
132907960436950000;217.89599833035302;35.999999999995254;214.82182461437196
132907960437050000;218.25599833035298;35.9999999999949;215.17533182554575
132907960437150000;218.61599833035297;35.999999999997129;215.53272410234371
132907960437250000;218.97599833035292;35.999999999996874;215.88315287507137
132907960437350000;219.33599833035288;35.999999999996447;216.23108830977412
132907960437450000;219.69599833035284;35.999999999996277;216.58172581446132
132907960437550000;220.05599833035279;35.999999999995978;216.92896902125668
132907960437650000;220.41599833035275;35.999999999995467;217.2796331932187
132907960437750000;220.77599833035271;35.999999999995254;217.6269180691429
132907960437850000;221.13599833035266;35.9999999999949;217.97450565941932
132907960437950000;221.49599833035265;35.999999999997129;218.32457067483222
132907960438050000;221.85599833035261;35.999999999996547;218.67729979682045
132907960438150000;222.21599833035256;35.999999999996319;219.03351774915288
132907960438250000;222.57599833035252;35.999999999996;219.38808852174864
132907960438350000;222.93599833035248;35.999999999995474;219.73265692120904
132907960438450000;223.29599833035243;35.999999999995268;220.08503806932282
132907960438550000;223.65599833035239;35.9999999999949;220.4369236351387
132907960438650000;224.01599833035238;35.999999999997129;220.79095773241127
132907960438750000;224.37599833035233;35.999999999996874;221.14389478789067
132907960438850000;224.73599833035229;35.999999999996447;221.49670700049856
132907960438950000;225.09599833035225;35.999999999996277;221.85099759456179
132907960439050000;225.4559983303522;35.999999999995978;222.21637709763033
132907960439150000;225.81599833035216;35.999999999995467;222.57712481392116
132907960439250000;226.17599833035212;35.999999999995254;222.93654602908845
132907960439350000;226.53599833035207;35.9999999999949;223.29072408004254
132907960439450000;226.89599833035206;35.999999999997129;223.64313602457347
132907960439550000;227.255998330352;35.999999999996874;224.00083213050277
132907960439650000;227.61599833035197;35.999999999996447;224.36161842292842
132907960439750000;227.97599833035193;35.999999999996277;224.71645944036146
132907960439850000;228.33599833035189;35.999999999995978;225.07338408844237
132907960439950000;228.69599833035184;35.999999999995467;225.43017530966534
132907960440050000;229.0559983303518;35.999999999995254;225.79440402377455
132907960440150000;229.41599833035176;35.9999999999949;226.16327094032056
132907960440250000;229.77599833035174;35.999999999997129;226.52220159980385
132907960440350000;230.1359983303517;35.999999999996874;226.88176952556069
132907960440450000;230.49599833035165;35.999999999996447;227.24130629015176
132907960440550000;230.85599833035161;35.999999999996277;227.6019288123349
132907960440650000;231.21599833035157;35.999999999995978;227.965093725264
132907960440750000;231.57599833035152;35.999999999995467;228.32625642264816
132907960440850000;231.93599833035148;35.999999999995254;228.68428109285912
132907960440950000;232.29599833035144;35.9999999999949;229.04778783864879
132907960441050000;232.65599833035142;35.999999999997129;229.41624284585333
132907960441150000;233.01599833035138;35.999999999996874;229.7856884502682
132907960441250000;233.37599833035134;35.999999999996447;230.14973756497903
132907960441350000;233.73599833035129;35.999999999996277;230.5088761987837
132907960441450000;234.09599833035125;35.999999999995978;230.87365190596864
132907960441550000;234.45599833035121;35.999999999995467;231.23153770656683
132907960441650000;234.81599833035116;35.999999999995254;231.59788561703061
132907960441750000;235.17599833035112;35.9999999999949;231.95750303822274
132907960441850000;235.53599833035111;35.999999999997129;232.31761997017964
132907960441950000;235.89599833035106;35.999999999996874;232.67809534927525
132907960442050000;236.25599833035102;35.999999999996447;233.04576421778006
132907960442150000;236.61599833035098;35.999999999996277;233.41448671394488
132907960442250000;236.97599833035093;35.999999999995978;233.77570424644051
132907960442350000;237.33599833035089;35.999999999995467;234.13879481782712
132907960442450000;237.69599833035085;35.999999999995254;234.49996735497234
132907960442550000;238.0559983303508;35.9999999999949;234.8606443467157
132907960442650000;238.41599833035079;35.999999999997129;235.22607027390731
132907960442750000;238.77599833035075;35.999999999996874;235.5893463542912
132907960442850000;239.1359983303507;35.999999999996447;235.95046771948543
132907960442950000;239.49599833035066;35.999999999996277;236.31478613985536
132907960443050000;239.85599833035062;35.999999999995588;236.68912246681737
132907960443150000;240.21599833035057;35.99999999999531;237.066243345012
132907960443250000;240.57599833035053;35.999999999994927;237.43492572462134
132907960443350000;240.93599833035052;35.999999999997137;237.79953942275316
132907960443450000;241.29599833035047;35.999999999996888;238.16913271187309
132907960443550000;241.65599833035043;35.999999999996447;238.53784917811524
132907960443650000;242.01599833035039;35.999999999996277;238.90703917385926
132907960443750000;242.37599833035034;35.999999999995978;239.2719463065267
132907960443850000;242.7359983303503;35.999999999995467;239.63689995918514
132907960443950000;243.09599833035026;35.999999999995254;240.00187300505596
132907960444050000;243.45599833035021;35.9999999999949;240.37332538142695
132907960444150000;243.8159983303502;35.999999999997129;240.75003072860466
132907960444250000;244.17599833035015;35.999999999996874;241.12105921587275
132907960444350000;244.53599833035011;35.999999999996447;241.48693447703059
132907960444450000;244.89599833035007;35.999999999996277;241.85358191167998
132907960444550000;245.25599833035003;35.999999999995978;242.22177504886588
132907960444650000;245.61599833034998;35.999999999995467;242.59206161369244
132907960444750000;245.97599833034994;35.999999999995254;242.96011669982406
132907960444850000;246.3359983303499;35.9999999999949;243.32589409847
132907960444950000;246.69599833034988;35.999999999997129;243.69549233615581
132907960445050000;247.05599833034984;35.999999999996874;244.07208156727808
132907960445150000;247.41599833034979;35.999999999996447;244.452887170549
132907960445250000;247.77599833034975;35.999999999996277;244.8253690192617
132907960445350000;248.13599833034971;35.999999999995978;245.19294821226316
132907960445450000;248.49599833034966;35.999999999995467;245.56213992562914
132907960445550000;248.85599833034962;35.999999999995254;245.93697461519594
132907960445650000;249.21599833034958;35.9999999999949;246.31185524699254
132907960445750000;249.57599833034956;35.999999999997129;246.67980835027885
132907960445850000;249.93599833034952;35.999999999996874;247.04998857547673
132907960445950000;250.29599833034948;35.999999999996447;247.42132298284679
132907960446050000;250.65599833034943;35.999999999996277;247.79883931158977
132907960446150000;251.01599833034939;35.999999999995978;248.18238856932803
132907960446250000;251.37599833034935;35.999999999995467;248.55615143335254
132907960446350000;251.7359983303493;35.999999999995254;248.92702415664135
132907960446450000;252.09599833034926;35.9999999999949;249.30149791045321
132907960446550000;252.45599833034925;35.999999999997129;249.67871348391586
132907960446650000;252.8159983303492;35.999999999996874;250.05859712761708
132907960446750000;253.17599833034916;35.999999999996447;250.43371013973578
132907960446850000;253.53599833034912;35.999999999996277;250.8085117122219
132907960446950000;253.89599833034907;35.999999999995978;251.18662810793592
132907960447050000;254.25599833034903;35.999999999995467;251.5684825945965
132907960447150000;254.615998330349;35.999999999995254;251.95500612670978
132907960447250000;254.97599833034894;35.9999999999949;252.33427277289704
132907960447350000;255.33599833034893;35.999999999997129;252.70960140199267
132907960447450000;255.69599833034889;35.999999999996874;253.08423585711253
132907960447550000;256.05599833034887;35.99999999999882;253.4593926682534
132907960447650000;256.41599833034883;35.99999999999806;253.83779771351752
132907960447750000;256.77599833034878;35.999999999997293;254.2114345764403
132907960447850000;257.13599833034874;35.999999999996987;254.58507733146286
132907960447950000;257.4959983303487;35.999999999996867;254.96245080912755
132907960448050000;257.85599833034865;35.999999999996277;255.34285988389863
132907960448150000;258.21599833034861;35.999999999996035;255.72671361006658
132907960448250000;258.57599833034857;35.999999999995282;256.10387465928557
132907960448350000;258.93599833034853;35.999999999994976;256.47897639818007
132907960448450000;259.29599833034848;35.999999999994856;256.85591835109415
132907960448550000;259.65599833034844;35.99999999999401;257.23590241130358
132907960448650000;260.0159983303484;35.999999999993676;257.61602044692791
132907960448750000;260.37599833034835;35.999999999993534;257.99113369378472
132907960448850000;260.73599833034837;35.999999999998217;258.36617321406152
132907960448950000;261.09599833034832;35.999999999997819;258.74378771368436
132907960449050000;261.45599833034828;35.999999999997655;259.1270711918479
132907960449150000;261.81599833034824;35.999999999996589;259.51395276926416
132907960449250000;262.17599833034819;35.999999999996163;259.89344972357685
132907960449350000;262.53599833034815;35.999999999995993;260.26807506325559
132907960449450000;262.89599833034811;35.999999999995254;260.64500671727723
132907960449550000;263.25599833034806;35.999999999994969;261.02669569047481
132907960449650000;263.615998330348;35.999999999994856;261.40911347078628
132907960449750000;263.975998330348;35.99999999999401;261.78643447226017
132907960449850000;264.33599833034793;35.999999999993676;262.1609560275283
132907960449950000;264.69599833034789;35.999999999993534;262.53968813005173
132907960450050000;265.0559983303479;35.999999999998217;262.92150600958314
132907960450150000;265.41599833034786;35.999999999997819;263.30719205615583
132907960450250000;265.77599833034782;35.999999999997655;263.68703583351646
132907960450350000;266.13599833034777;35.999999999997584;264.06353006741779
132907960450450000;266.49599833034773;35.999999999997108;264.44082070430625
132907960450550000;266.85599833034769;35.999999999996916;264.82169086134087
132907960450650000;267.21599833034765;35.999999999996831;265.20519713149628
132907960450750000;267.5759983303476;35.999999999996255;265.5795024637863
132907960450850000;267.93599833034756;35.999999999996021;265.95774155304218
132907960450950000;268.29599833034752;35.999999999995929;266.33686003761613
132907960451050000;268.65599833034747;35.999999999995232;266.72091945643967
132907960451150000;269.01599833034743;35.999999999994955;267.11071741407432
132907960451250000;269.37599833034739;35.999999999994841;267.49425322445745
132907960451350000;269.73599833034734;35.999999999994;267.87181142133818
132907960451450000;270.0959983303473;35.999999999993676;268.25094477772927
132907960451550000;270.45599833034726;35.999999999993534;268.63433270169287
132907960451650000;270.81599833034727;35.999999999998217;269.0184778562745
132907960451750000;271.17599833034723;35.999999999997819;269.40054878493351
132907960451850000;271.53599833034718;35.999999999997655;269.78162736685476
132907960451950000;271.89599833034714;35.999999999997584;270.16294676268319
132907960452050000;272.2559983303471;35.999999999997108;270.55222258138053
132907960452150000;272.61599833034705;35.999999999996916;270.9449223923142
132907960452250000;272.975998330347;35.999999999996831;271.3306075156321
132907960452350000;273.33599833034697;35.999999999996255;271.71233051417227
132907960452450000;273.69599833034692;35.999999999996021;272.09620091555473
132907960452550000;274.05599833034688;35.999999999995929;272.482723050759
132907960452650000;274.41599833034684;35.999999999995232;272.86856693492081
132907960452750000;274.77599833034679;35.999999999994955;273.25118109506269
132907960452850000;275.13599833034675;35.999999999994841;273.63289275978008
132907960452950000;275.49599833034671;35.999999999994;274.015516499353
132907960453050000;275.85599833034667;35.999999999993676;274.40329714223185
132907960453150000;276.21599833034668;35.999999999998273;274.79784148946032
132907960453250000;276.57599833034664;35.99999999999784;275.1853769204094
132907960453350000;276.93599833034659;35.999999999997669;275.56519823635483
132907960453450000;277.29599833034655;35.9999999999976;275.94865110834604
132907960453550000;277.65599833034651;35.999999999997115;276.33237440543428
132907960453650000;278.01599833034646;35.999999999996916;276.71657252681365
132907960453750000;278.37599833034642;35.999999999996831;277.09995466631176
132907960453850000;278.73599833034638;35.999999999996255;277.47850566256125
132907960453950000;279.09599833034633;35.999999999996021;277.85836560271531
132907960454050000;279.45599833034629;35.999999999995929;278.24148905920924
132907960454150000;279.81599833034625;35.999999999995232;278.63052838448874
132907960454250000;280.1759983303462;35.999999999994955;279.01338904312917
132907960454350000;280.53599833034616;35.999999999994841;279.39046193579952
132907960454450000;280.89599833034612;35.999999999994;279.76731205590983
132907960454550000;281.25599833034607;35.999999999993676;280.14506417679507
132907960454650000;281.61599833034603;35.999999999993534;280.52298012818864
132907960454750000;281.97599833034604;35.999999999998217;280.89780055384995
132907960454850000;282.335998330346;35.999999999997819;281.2723467220336
132907960454950000;282.695998330346;36.000000000000952;281.64877227838315
132907960455050000;283.05599833034614;36.000000000007432;282.03065943630168
132907960455150000;283.41599833034627;36.00000000001004;282.41625335275688
132907960455250000;283.7759983303464;36.000000000011539;282.79909967577981
132907960455350000;284.13599833034652;36.000000000012939;283.174060966591
132907960455450000;284.49599833034665;36.000000000013507;283.5517999379561
132907960455550000;284.85599833034678;36.000000000014275;283.93164780835218
132907960455650000;285.21599833034685;36.000000000009848;284.31200839756423
132907960455750000;285.575998330347;36.000000000010353;284.68958966320065
132907960455850000;285.9359983303471;36.000000000011212;285.0636482397212
132907960455950000;286.29599833034723;36.000000000011553;285.43788885227571
132907960456050000;286.65599833034736;36.00000000001215;285.81637602201613
132907960456150000;287.01599833034749;36.000000000013181;286.20189308627334
132907960456250000;287.37599833034761;36.000000000013593;286.58194106549183
132907960456350000;287.73599833034774;36.00000000001431;286.95683584784905
132907960456450000;288.09599833034781;36.000000000009855;287.33311642759884
132907960456550000;288.45599833034794;36.000000000010353;287.7114458889767
132907960456650000;288.81599833034807;36.000000000011212;288.08722732860048
132907960456750000;289.17599833034819;36.000000000011553;288.45901896506535
132907960456850000;289.53599833034832;36.00000000001215;288.82943718223106
132907960456950000;289.89599833034845;36.000000000013181;289.20330894853709
132907960457050000;290.25599833034858;36.000000000013593;289.57936071957408
132907960457150000;290.6159983303487;36.00000000001431;289.96093015934338
132907960457250000;290.97599833034877;36.000000000009855;290.3426947872274
132907960457350000;291.3359983303489;36.000000000010353;290.71410321139064
132907960457450000;291.695998330349;36.000000000011212;291.08612066921603
132907960457550000;292.05599833034915;36.000000000011553;291.46025974091862
132907960457650000;292.41599833034928;36.00000000001215;291.83437727469897
132907960457750000;292.77599833034941;36.000000000013181;292.20617751801433
132907960457850000;293.13599833034954;36.000000000013593;292.57849335598
132907960457950000;293.49599833034966;36.00000000001431;292.95130865984675
132907960458050000;293.85599833034979;36.000000000014595;293.32656011924348
132907960458150000;294.21599833034986;36.000000000009976;293.707968367458
132907960458250000;294.57599833035;36.0000000000104;294.08404343177614
132907960458350000;294.93599833035012;36.000000000011241;294.45578518448349
132907960458450000;295.29599833035024;36.000000000011575;294.82746189198434
132907960458550000;295.65599833035037;36.000000000012164;295.2021478220064
132907960458650000;296.0159983303505;36.000000000013188;295.57566371888788
132907960458750000;296.37599833035063;36.000000000013607;295.94591114397991
132907960458850000;296.73599833035075;36.000000000014317;296.31508051786278
132907960458950000;297.09599833035082;36.000000000009869;296.68557288163134
132907960459050000;297.45599833035095;36.000000000010367;297.06175965396255
132907960459150000;297.81599833035108;36.000000000011219;297.44244745254872
132907960459250000;298.17599833035121;36.000000000011568;297.81787293388277
