Name;Resolver voltage divider at sine and cosine coild;
File;C:\Users\alexandregoncalves\Documents\MCAG\TwinCAT\ResolverTestResults\CSVFiles\VoltageDividerSineCosCoils.csv;
Starttime of export;132907960342450000;Thursday, March 3, 2022;16:47:14.245
Endtime of export;132907960642850000;Thursday, March 3, 2022;16:47:44.285


TriggerGroup;Count;ReleaseTime;Comment;

Name;fActPosition (Internal Counter);fActVelocity;fActPosition (Resolver)
SymbolComment;Actual position value;Actual velocity;Actual position value
Data-Type;REAL64;REAL64;REAL64
SampleTime;10;10;10
VariableSize;8;8;8
SymbolBased;True;True;True
IndexGroup;61462;61462;16448
IndexOffset;0;0;1740840
SymbolName;MAIN.afbAxes[3].stAxisStruct.stStatus.fActPosition;MAIN.afbAxes[3].stAxisStruct.stStatus.fActVelocity;GVL.astAxes[9].stStatus.fActPosition
NetID;5.79.68.212.1.1;5.79.68.212.1.1;5.79.68.212.1.1
Port;852;852;852
Offset;0;0;0
ScaleFactor;1;1;1
BitMask;0xffffffffffffffff;0xffffffffffffffff;0xffffffffffffffff
Unit;(None);(None);(None)
Unit ScaleFactor;1;1;1
Unit Offset;0;0;0


132907960490450000;360;0;359.1351917549531
132907960490550000;360;0;359.13677519469144
132907960490650000;360;0;359.13665378009239
132907960490750000;360;0;359.13898516729381
132907960490850000;360;0;359.13822027387852
132907960490950000;360;0;359.13760282915479
132907960491050000;360;0;359.13815657041278
132907960491150000;360;0;359.1369905839988
132907960491250000;360;0;359.13880099072225
132907960491350000;360;0;359.13978202210853
132907960491450000;360;0;359.138928799014
132907960491550000;360;0;359.1388667937706
132907960491650000;360;0;359.13717533341361
132907960491750000;360;0;359.13721172036787
132907960491850000;360;0;359.13760700902088
132907960491950000;360;0;359.13584599450661
132907960492050000;360;0;359.135906747768
132907960492150000;360;0;359.13846270397681
132907960492250000;360;0;359.14023199569715
132907960492350000;360;0;359.13687147320485
132907960492450000;360;0;359.13753130085962
132907960492550000;360;0;359.13798057352716
132907960492650000;360;0;359.13660305334929
132907960492750000;360;0;359.1351418828001
132907960492850000;360;0;359.13404624868667
132907960492950000;360;0;359.13666216554793
132907960493050000;360;0;359.137074344403
132907960493150000;360;0;359.13484527623848
132907960493250000;360;0;359.13511696330715
132907960493350000;360;0;359.13669910363762
132907960493450000;360;0;359.13766576520078
132907960493550000;360;0;359.13745223295996
132907960493650000;360;0;359.1377007249643
132907960493750000;360;0;359.13677877499117
132907960493850000;360;0;359.13761926069384
132907960493950000;360;0;359.13613315737985
132907960494050000;360;0;359.13649402235433
132907960494150000;360;0;359.13598796637461
132907960494250000;360;0;359.13815000479457
132907960494350000;360;0;359.13700391448452
132907960494450000;360;0;359.13776794435853
132907960494550000;360;0;359.13790577644846
132907960494650000;360;0;359.13840593859015
132907960494750000;360;0;359.1381797921963
132907960494850000;360;0;359.1370668007238
132907960494950000;360;0;359.13601847977287
132907960495050000;360;0;359.13652824076132
132907960495150000;360;0;359.13557075333114
132907960495250000;360;0;359.13657263433964
132907960495350000;360;0;359.13674742415907
132907960495450000;360;0;359.13533288259754
132907960495550000;360;0;359.13541327572614
132907960495650000;360;0;359.13614451875344
132907960495750000;360;0;359.1369677167379
132907960495850000;360;0;359.13797443321579
132907960495950000;360;0;359.13707631393942
132907960496050000;360;0;359.13661348829856
132907960496150000;360;0;359.13423863083608
132907960496250000;360;0;359.13434761836459
132907960496350000;360;0;359.13540219400056
132907960496450000;360;0;359.137135178805
132907960496550000;360;0;359.13697192322581
132907960496650000;360;0;359.13548095447453
132907960496750000;360;0;359.13660621420314
132907960496850000;360;0;359.13540406122036
132907960496950000;360;0;359.13720693811035
132907960497050000;360;0;359.13678497745042
132907960497150000;360;0;359.13541893267029
132907960497250000;360;0;359.1357518197467
132907960497350000;360;0;359.13592095173431
132907960497450000;360;0;359.13520230354567
132907960497550000;360;0;359.13501399562978
132907960497650000;360;0;359.13499229185493
132907960497750000;360;0;359.13381121173808
132907960497850000;360;0;359.1344478274666
132907960497950000;360;0;359.133783725957
132907960498050000;360;0;359.13469541697782
132907960498150000;360;0;359.13566601404909
132907960498250000;360;0;359.13708264228882
132907960498350000;360;0;359.13797275673136
132907960498450000;360;0;359.13694871796821
132907960498550000;360;0;359.13711874708656
132907960498650000;360;0;359.13712357547547
132907960498750000;360;0;359.13735987157463
132907960498850000;360;0;359.13595191207918
132907960498950000;360;0;359.13753356098289
132907960499050000;360;0;359.13827320111585
132907960499150000;360;0;359.13699311435641
132907960499250000;360;0;359.13596072372309
132907960499350000;360;0;359.13623483752087
132907960499450000;360;0;359.13577083432955
132907960499550000;360;0;359.134929177869
132907960499650000;360;0;359.1332903188819
132907960499750000;359.99994487716;-0.0043430975638245771;359.13441014142609
132907960499850000;359.99895470762669;-0.068296366683594983;359.142617245193
132907960499950000;359.99551463409335;-0.24711675120265708;359.14942373558222
132907960500050000;359.98809346656;-0.56368356121505514;359.15432481661429
132907960500150000;359.97516001502669;-1.0271914782982805;359.16037411384633
132907960500250000;359.95518308949335;-1.6413356387804272;359.16326606566457
132907960500350000;359.92663149996;-2.4076010350630148;359.16020549023739
132907960500450000;359.88797405642669;-3.3265844522946009;359.15402627895969
132907960500550000;359.83767956889335;-4.3985257250374623;359.14004577414192
132907960500650000;359.77421684736;-5.6235212374266634;359.12135157138317
132907960500750000;359.69605470182665;-7.0016097240781541;359.09268627306307
132907960500850000;359.60166194229333;-8.5328067515703285;359.05149991017942
132907960500950000;359.48950737876;-10.217118575763861;358.99565637426207
132907960501050000;359.35805982122668;-12.054547710741881;358.92586132084506
132907960501150000;359.20578807969332;-14.045095166865911;358.83603994168823
132907960501250000;359.03117064228809;-16.187956939455162;358.7340197120219
132907960501350000;358.83368455048816;-18.413497289408276;358.617229948576
132907960501450000;358.61465970515195;-20.589588450637724;358.47803379495548
132907960501550000;358.3756272962795;-22.654223183913196;358.31813464137178
132907960501650000;358.11811851387085;-24.582482170483722;358.141471005458
132907960501750000;357.843664547926;-26.364350895037862;357.94021305898843
132907960501850000;357.55379658844487;-27.995804748476449;357.71673435006738
132907960501950000;357.25004582542749;-29.47522633066707;357.4762858004932
132907960502050000;356.93394344887395;-30.801965644763712;357.22429145983722
132907960502150000;356.60702064878416;-31.975761471621723;356.96006009361406
132907960502250000;356.2708086151581;-32.996508833125461;356.68040907979935
132907960502350000;355.92683853799582;-33.864165540919551;356.39467619747347
132907960502450000;355.57664160729735;-34.578714640448581;356.09474025893883
132907960502550000;355.22174901306261;-35.140149318065653;355.792318127392
132907960502650000;354.86369194529169;-35.548466835506424;355.4789146081668
132907960502750000;354.50400159398447;-35.80366609234089;355.15912880895087
132907960502850000;354.14400166963037;-35.921094765846632;354.83012654745795
132907960502950000;353.78400166963036;-35.968289756079869;354.49267447788753
132907960503050000;353.4240016696304;-35.98725636416286;354.15794648993483
132907960503150000;353.06400166963039;-35.994878618571931;353.82477099692886
132907960503250000;352.70400166963037;-35.997941831667134;353.4882522624697
132907960503350000;352.34400166963036;-35.999172868308413;353.15062021862582
132907960503450000;351.9840016696304;-35.999667594320911;352.81036997387497
132907960503550000;351.62400166963039;-35.999866413613574;352.47419223030363
132907960503650000;351.26400166963037;-35.99994631462819;352.14190871068212
132907960503750000;350.90400166963036;-35.999978425053939;351.80703903228908
132907960503850000;350.54400166963035;-35.999991329513875;351.4675449533288
132907960503950000;350.18400166963039;-35.999996515524629;351.12411640972164
132907960504050000;349.82400166963038;-35.999998599668317;350.78083835711323
132907960504150000;349.46400166963036;-35.999999437238927;350.44073269472614
132907960504250000;349.10400166963035;-35.999999773839768;350.10768637578627
132907960504350000;348.74400166963039;-35.999999909109356;349.76533887801418
132907960504450000;348.38400166963038;-35.999999963473904;349.42690794061423
132907960504550000;348.02400166963037;-35.9999999853218;349.08769213271938
132907960504650000;347.66400166963035;-35.999999994101977;348.75716960097208
132907960504750000;347.3040016696304;-35.999999997626588;348.42036960435718
132907960504850000;346.94400166963038;-35.999999999047;348.08290076867127
132907960504950000;346.58400166963037;-35.999999999617827;347.73676036078189
132907960505050000;346.22400166963035;-35.999999999847226;347.39488584899141
132907960505150000;345.8640016696304;-35.999999999935476;347.05417639948462
132907960505250000;345.50400166963038;-35.999999999974889;346.71524148141248
132907960505350000;345.14400166963037;-35.999999999990735;346.37231509359776
132907960505450000;344.78400166963036;-35.9999999999971;346.03034360616704
132907960505550000;344.42400166963034;-35.999999999999659;345.68942718160554
132907960505650000;344.06400166963039;-35.999999999997939;345.34947425806945
132907960505750000;343.70400166963037;-35.999999999999993;345.0090169265319
132907960505850000;343.34400166963036;-36.000000000000824;344.665244782013
132907960505950000;342.98400166963035;-36.000000000001151;344.31480760761491
132907960506050000;342.62400166963039;-35.99999999999855;343.96381154714692
132907960506150000;342.26400166963037;-36.000000000000242;343.6207225333099
132907960506250000;341.90400166963036;-36.000000000000917;343.27329360401654
132907960506350000;341.54400166963035;-36.000000000001187;342.92768583435225
132907960506450000;341.18400166963039;-35.999999999997357;342.57930969946847
132907960506550000;340.82400166963038;-35.999999999999758;342.23753105425476
132907960506650000;340.46400166963036;-36.000000000000725;341.89691171596621
132907960506750000;340.10400166963035;-36.000000000001108;341.55466265452668
132907960506850000;339.74400166963039;-35.999999999996533;341.20760105415371
132907960506950000;339.38400166963038;-35.999999999999424;340.85696817486723
132907960507050000;339.02400166963037;-36.000000000000583;340.50883350749905
132907960507150000;338.66400166963035;-36.000000000001059;340.16601594633357
132907960507250000;338.30400166963034;-36.000000000001251;339.82282770004753
132907960507350000;337.94400166963038;-35.999999999998039;339.47653261673162
132907960507450000;337.58400166963037;-36.000000000000028;339.13005170910941
132907960507550000;337.22400166963035;-36.000000000000831;338.7862606568911
132907960507650000;336.86400166963034;-36.000000000001151;338.44752860705256
132907960507750000;336.50400166963038;-35.999999999997996;338.10418746022043
132907960507850000;336.14400166963037;-36.000000000000014;337.76154599428327
132907960507950000;335.78400166963036;-36.000000000000824;337.40771993387665
132907960508050000;335.42400166963034;-36.000000000001151;337.06053615078423
132907960508150000;335.06400166963033;-36.000000000001293;336.71790158077619
132907960508250000;334.70400166963037;-35.999999999999055;336.3718605954806
132907960508350000;334.34400166963036;-36.000000000000441;336.0306546215391
132907960508450000;333.98400166963035;-36.000000000000995;335.68346698945709
132907960508550000;333.62400166963033;-36.000000000001222;335.34216221707436
132907960508650000;333.26400166963037;-35.999999999999027;335.00357622300288
132907960508750000;332.90400166963036;-36.000000000000426;334.66139821521546
132907960508850000;332.54400166963035;-36.000000000000995;334.31802165894686
132907960508950000;332.18400166963033;-36.000000000001222;333.967429705055
132907960509050000;331.82400166963038;-35.999999999997371;333.61801315414266
132907960509150000;331.46400166963036;-35.999999999999766;333.27334936126977
132907960509250000;331.10400166963035;-36.000000000000725;332.93125953325682
132907960509350000;330.74400166963034;-36.000000000001108;332.58449424212887
132907960509450000;330.38400166963038;-35.999999999997321;332.23666121879995
132907960509550000;330.02400166963037;-35.999999999999744;331.893510912039
132907960509650000;329.66400166963035;-36.000000000000711;331.55112574212433
132907960509750000;329.30400166963034;-36.000000000001108;331.20975916159097
132907960509850000;328.94400166963038;-35.999999999996533;330.86566357078249
132907960509950000;328.58400166963037;-35.999999999999424;330.51160331110577
132907960510050000;328.22400166963035;-36.000000000000583;330.16111657409715
132907960510150000;327.86400166963034;-36.000000000001059;329.81362109065617
132907960510250000;327.50400166963038;-35.9999999999973;329.47088841966297
132907960510350000;327.14400166963037;-35.999999999999737;329.1253257482976
132907960510450000;326.78400166963036;-36.000000000000711;328.776158782756
132907960510550000;326.42400166963034;-36.000000000001108;328.4327651416063
132907960510650000;326.06400166963033;-36.000000000001272;328.09282846342188
132907960510750000;325.70400166963037;-35.999999999998053;327.75351654233862
132907960510850000;325.34400166963036;-36.000000000000043;327.40971291203584
132907960510950000;324.98400166963035;-36.000000000000831;327.05566598100881
132907960511050000;324.62400166963033;-36.000000000001151;326.7083286521077
132907960511150000;324.26400166963037;-35.99999999999855;326.36044239977235
132907960511250000;323.90400166963036;-36.000000000000242;326.01355056963382
132907960511350000;323.54400166963035;-36.000000000000917;325.66605043856327
132907960511450000;323.18400166963033;-36.000000000001187;325.31449751853154
132907960511550000;322.82400166963032;-36.000000000001307;324.96724721679396
132907960511650000;322.46400166963036;-35.999999999999069;324.62136534363754
132907960511750000;322.10400166963035;-36.000000000000448;324.27007110417435
132907960511850000;321.74400166963034;-36.000000000000995;323.92185820754571
132907960511950000;321.38400166963038;-35.999999999996483;323.56032388051324
132907960512050000;321.02400166963037;-35.99999999999941;323.20279200101908
132907960512150000;320.66400166963035;-36.000000000000583;322.84948810358475
132907960512250000;320.30400166963034;-36.000000000001059;322.49498864371247
132907960512350000;319.94400166963032;-36.000000000001251;322.13962749609829
132907960512450000;319.58400166963037;-35.999999999997385;321.78283672690083
132907960512550000;319.22400166963035;-35.999999999999773;321.42672206355093
132907960512650000;318.86400166963034;-36.000000000000725;321.07835767494282
132907960512750000;318.50400166963033;-36.000000000001108;320.7243620808199
132907960512850000;318.14400166963037;-35.999999999997186;320.36913441263823
132907960512950000;317.78400166963036;-35.999999999999687;320.00884207577883
132907960513050000;317.42400166963034;-36.000000000000696;319.64496173805327
132907960513150000;317.06400166963033;-36.000000000001094;319.28936125017719
132907960513250000;316.70400166963032;-36.000000000001258;318.9344941312749
132907960513350000;316.34400166963036;-35.999999999997925;318.57367988802361
132907960513450000;315.98400166963035;-35.999999999999986;318.21385511204016
132907960513550000;315.62400166963033;-36.00000000000081;317.85825645643979
132907960513650000;315.26400166963037;-35.999999999996405;317.50529564073332
132907960513750000;314.90400166963036;-35.99999999999892;317.15060475083345
132907960513850000;314.54400166963035;-36.000000000000384;316.79278631493219
132907960513950000;314.18400166963033;-36.000000000000973;316.42860223929745
132907960514050000;313.82400166963032;-36.000000000001208;316.06213227335365
132907960514150000;313.46400166963031;-36.000000000002096;315.70256440368411
132907960514250000;313.10400166963035;-35.999999999999375;315.3452018688871
132907960514350000;312.74400166963034;-36.000000000000568;314.98383289358873
132907960514450000;312.38400166963032;-36.000000000001044;314.62288327941513
132907960514550000;312.02400166963037;-35.99999999999784;314.26615200211347
132907960514650000;311.66400166963035;-35.999999999999957;313.91140063776533
132907960514750000;311.30400166963034;-36.000000000000796;313.55941342389855
132907960514850000;310.94400166963032;-36.000000000001137;313.20352483204977
132907960514950000;310.58400166963031;-36.000000000001279;312.83763252527609
132907960515050000;310.22400166963035;-35.9999999999985;312.47538130312472
132907960515150000;309.86400166963034;-36.000000000000213;312.11622854445289
132907960515250000;309.50400166963033;-36.0000000000009;311.75845884726533
132907960515350000;309.14400166963031;-36.00000000000118;311.40121764358889
132907960515450000;308.78400166963036;-35.999999999998465;311.040062837505
132907960515550000;308.42400166963034;-36.000000000000206;310.67847811923781
132907960515650000;308.06400166963033;-36.0000000000009;310.32220790032159
132907960515750000;307.70400166963032;-36.00000000000118;309.96925522941382
132907960515850000;307.34400166963036;-35.999999999996554;309.6096362983003
132907960515950000;306.98400166963035;-35.999999999998977;309.24040153788212
132907960516050000;306.62400166963033;-36.000000000000405;308.87106903665079
132907960516150000;306.26400166963032;-36.000000000000981;308.5096571337516
132907960516250000;305.90400166963036;-35.999999999997129;308.15162980352773
132907960516350000;305.54400166963035;-35.999999999999673;307.78601149141923
132907960516450000;305.18400166963033;-36.000000000000682;307.42441999632769
132907960516550000;304.82400166963032;-36.000000000001094;307.06570730511874
132907960516650000;304.46400166963031;-36.000000000001258;306.70874100491216
132907960516750000;304.10400166963035;-35.999999999997925;306.35149403470473
132907960516850000;303.74400166963034;-35.999999999999986;305.99303201003522
132907960516950000;303.38400166963032;-36.00000000000081;305.62857682049395
132907960517050000;303.02400166963031;-36.000000000001137;305.26081819529367
132907960517150000;302.66400166963035;-35.999999999997883;304.89343628456157
132907960517250000;302.30400166963034;-35.999999999999972;304.53072442777756
132907960517350000;301.94400166963032;-36.00000000000081;304.16738535299794
132907960517450000;301.58400166963031;-36.000000000001137;303.79900177509563
132907960517550000;301.2240016696303;-36.000000000001279;303.43425078091104
132907960517650000;300.86400166963034;-35.9999999999985;303.07321840436248
132907960517750000;300.50400166963033;-36.000000000000213;302.71417797243089
132907960517850000;300.14400166963031;-36.0000000000009;302.35005869809737
132907960517950000;299.7840016696303;-36.000000000001968;301.976826797207
132907960518050000;299.42400166963034;-35.999999999999332;301.60071453613415
132907960518150000;299.06400166963033;-36.000000000000547;301.23335433411137
132907960518250000;298.70400166963032;-36.000000000001037;300.86939411612605
132907960518350000;298.3440016696303;-36.000000000001236;300.49986114079911
132907960518450000;297.98400166963035;-35.999999999997236;300.13037180286636
132907960518550000;297.62400166963033;-35.999999999999709;299.76121316467385
132907960518650000;297.26400166963032;-36.0000000000007;299.39752893838033
132907960518750000;296.9040016696303;-36.000000000001094;299.03241726301115
132907960518850000;296.54400166963035;-35.999999999997186;298.66267022052568
132907960518950000;296.18400166963033;-35.999999999999687;298.28550247084621
132907960519050000;295.82400166963032;-36.000000000000696;297.90533157199536
132907960519150000;295.46400166963031;-36.000000000001094;297.53351906907767
132907960519250000;295.10400166963029;-36.000000000001258;297.16562547922746
132907960519350000;294.74400166963034;-35.999999999997925;296.79224426897281
132907960519450000;294.38400166963032;-35.999999999999986;296.41824831372247
132907960519550000;294.02400166963031;-36.00000000000081;296.04643806319069
132907960519650000;293.66400166963035;-35.999999999997065;295.67582961517923
132907960519750000;293.30400166963034;-35.999999999999638;295.30770895747946
132907960519850000;292.94400166963038;-35.999999999997385;294.93673851215209
132907960519950000;292.58400166963042;-35.99999999999703;294.55639126201118
132907960520050000;292.22400166963047;-35.999999999996334;294.1750683386889
132907960520150000;291.86400166963051;-35.999999999996604;293.79983961160139
132907960520250000;291.50400166963055;-35.9999999999955;293.42551516966682
132907960520350000;291.1440016696306;-35.999999999995723;293.05397525662846
132907960520450000;290.78400166963064;-35.999999999994358;292.67901860763158
132907960520550000;290.42400166963068;-35.9999999999946;292.30443377823127
132907960520650000;290.06400166963067;-35.99999999999865;291.93726095653352
132907960520750000;289.70400166963077;-35.999999999993257;291.56639267445246
132907960520850000;289.34400166963076;-35.99999999999811;291.19331742131203
132907960520950000;288.9840016696308;-35.999999999997321;290.81355325336216
132907960521050000;288.62400166963084;-35.999999999997456;290.43341531169136
132907960521150000;288.26400166963089;-35.999999999997058;290.05928183561531
132907960521250000;287.90400166963093;-35.99999999999735;289.68522139594938
132907960521350000;287.544001669631;-35.999999999996461;289.31207332524951
132907960521450000;287.184001669631;-35.999999999996653;288.93600940808994
132907960521550000;286.82400166963106;-35.999999999995524;288.55994386049144
132907960521650000;286.4640016696311;-35.99999999999573;288.190104988719
132907960521750000;286.10400166963115;-35.999999999995161;287.81596879704756
132907960521850000;285.74400166963119;-35.999999999995588;287.441956399662
132907960521950000;285.38400166963123;-35.999999999994309;287.0596454351035
132907960522050000;285.02400166963128;-35.999999999994579;286.67496369598291
132907960522150000;284.66400166963126;-35.999999999998643;286.29849734171489
132907960522250000;284.30400166963136;-35.99999999999325;285.92342549664949
132907960522350000;283.94400166963135;-35.99999999999811;285.5418543508319
132907960522450000;283.58400166963145;-35.999999999993037;285.16433337111943
132907960522550000;283.22400166963143;-35.999999999998025;284.78508301220114
132907960522650000;282.86400166963148;-35.999999999997279;284.41190877977277
132907960522750000;282.50400166963152;-35.999999999997442;284.0349989688151
132907960522850000;282.14400166963156;-35.9999999999965;283.6593147205914
132907960522950000;281.78400166963161;-35.999999999996675;283.27679396006044
132907960523050000;281.42400166963165;-35.999999999996191;282.8934728085531
132907960523150000;281.06400166963169;-35.999999999996547;282.51417967806884
132907960523250000;280.70400166963174;-35.999999999995481;282.13880769583886
132907960523350000;280.34400166963178;-35.999999999995708;281.76299447385458
132907960523450000;279.98400166963182;-35.999999999994358;281.3827160582245
132907960523550000;279.62400166963187;-35.9999999999946;281.00515804670721
132907960523650000;279.26400166963191;-35.999999999993918;280.63308558870557
132907960523750000;278.90400166963195;-35.999999999994429;280.25793863459455
132907960523850000;278.54400166963194;-35.999999999998579;279.88332934505462
132907960523950000;278.18400166963204;-35.999999999993221;279.49841886869496
132907960524050000;277.824001669632;-35.999999999998096;279.11152164583308
132907960524150000;277.46400166963207;-35.999999999997314;278.730407586363
132907960524250000;277.10400166963211;-35.999999999997456;278.352476639813
132907960524350000;276.74400166963215;-35.999999999997058;277.96931036817125
132907960524450000;276.3840016696322;-35.99999999999735;277.58473902713229
132907960524550000;276.02400166963224;-35.999999999996461;277.20317307805504
132907960524650000;275.66400166963228;-35.999999999996653;276.82429504575634
132907960524750000;275.30400166963233;-35.999999999995524;276.44187090684477
132907960524850000;274.94400166963237;-35.99999999999573;276.06345973953518
132907960524950000;274.58400166963241;-35.999999999995161;275.67434568715026
132907960525050000;274.22400166963246;-35.999999999995588;275.28412283765817
132907960525150000;273.8640016696325;-35.999999999994309;274.89727028573878
132907960525250000;273.50400166963254;-35.999999999994579;274.51217079903876
132907960525350000;273.14400166963253;-35.999999999998643;274.12872880910328
132907960525450000;272.78400166963263;-35.99999999999325;273.74265306163824
132907960525550000;272.42400166963262;-35.99999999999811;273.35493004575466
132907960525650000;272.06400166963266;-35.999999999997321;272.97475829930329
132907960525750000;271.7040016696327;-35.999999999997456;272.59193396965031
132907960525850000;271.34400166963275;-35.999999999997058;272.20981859742147
132907960525950000;270.98400166963279;-35.99999999999735;271.82018163728367
132907960526050000;270.62400166963283;-35.999999999996461;271.428315689872
132907960526150000;270.26400166963288;-35.999999999996653;271.04127505368223
132907960526250000;269.90400166963292;-35.999999999995524;270.65936231823
132907960526350000;269.54400166963296;-35.99999999999573;270.27302424477944
132907960526450000;269.184001669633;-35.999999999995161;269.88854867839689
132907960526550000;268.82400166963305;-35.999999999995588;269.50312924913027
132907960526650000;268.46400166963309;-35.999999999994309;269.12479442836013
132907960526750000;268.10400166963313;-35.999999999994579;268.74353376480485
132907960526850000;267.74400166963312;-35.999999999998643;268.363576210479
132907960526950000;267.38400166963322;-35.99999999999325;267.97967972707966
132907960527050000;267.02400166963321;-35.99999999999811;267.58959772407275
132907960527150000;266.66400166963331;-35.999999999993037;267.20972405406553
132907960527250000;266.30400166963329;-35.999999999998025;266.8299429002962
132907960527350000;265.94400166963334;-35.999999999997279;266.44822632064853
132907960527450000;265.58400166963338;-35.999999999997442;266.06504896500132
132907960527550000;265.22400166963342;-35.9999999999965;265.68696188156434
132907960527650000;264.86400166963347;-35.999999999996675;265.31018527652304
132907960527750000;264.50400166963351;-35.999999999996191;264.93399514292656
132907960527850000;264.14400166963355;-35.999999999996547;264.55926586766657
132907960527950000;263.7840016696336;-35.999999999995481;264.17380530744435
132907960528050000;263.42400166963364;-35.999999999995708;263.78852121601994
132907960528150000;263.06400166963368;-35.999999999994358;263.406243582666
132907960528250000;262.70400166963373;-35.9999999999946;263.02884525817649
132907960528350000;262.34400166963377;-35.999999999993918;262.64832705251126
132907960528450000;261.98400166963381;-35.999999999994429;262.26317264204738
132907960528550000;261.6240016696338;-35.999999999998579;261.88377292324407
132907960528650000;261.2640016696339;-35.999999999993221;261.51045046200358
132907960528750000;260.90400166963389;-35.999999999998096;261.13317791038224
132907960528850000;260.54400166963393;-35.999999999997314;260.75743564540352
132907960528950000;260.184001669634;-35.999999999997456;260.37577673502778
132907960529050000;259.824001669634;-35.999999999997058;259.98889428294234
132907960529150000;259.46400166963406;-35.99999999999735;259.60975175066238
132907960529250000;259.1040016696341;-35.999999999996461;259.23115342244381
132907960529350000;258.74400166963414;-35.999999999996653;258.8524208779437
132907960529450000;258.38400166963419;-35.999999999995524;258.47022339554445
132907960529550000;258.02400166963423;-35.99999999999573;258.08649015517415
132907960529650000;257.66400166963427;-35.999999999995161;257.71176084082833
132907960529750000;257.30400166963432;-35.999999999995588;257.33618248299842
132907960529850000;256.94400166963436;-35.999999999994309;256.96498375313575
132907960529950000;256.5840016696344;-35.999999999994579;256.58350545563417
132907960530050000;256.22400166963439;-35.999999999998643;256.19805846260965
132907960530150000;255.86400166963446;-35.999999999995623;255.82080990721926
132907960530250000;255.50400166963451;-35.999999999995552;255.44527512328031
132907960530350000;255.14400166963452;-35.999999999997669;255.06694635519014
132907960530450000;254.78400166963456;-35.999999999997371;254.68782844620347
132907960530550000;254.42400166963461;-35.99999999999725;254.3100091562952
132907960530650000;254.06400166963465;-35.999999999996923;253.93843070310808
132907960530750000;253.70400166963469;-35.999999999996575;253.56694846349856
132907960530850000;253.34400166963474;-35.999999999996426;253.19116092294118
132907960530950000;252.98400166963478;-35.999999999996035;252.80924570870459
132907960531050000;252.62400166963482;-35.999999999995616;252.4235153370185
132907960531150000;252.26400166963487;-35.999999999995438;252.04387371990808
132907960531250000;251.90400166963491;-35.999999999994969;251.6664472441831
132907960531350000;251.54400166963495;-35.999999999994465;251.28734868478657
132907960531450000;251.184001669635;-35.999999999994252;250.90491716252734
132907960531550000;250.824001669635;-35.999999999996533;250.52464311160827
132907960531650000;250.46400166963505;-35.999999999995921;250.152484123516
132907960531750000;250.1040016696351;-35.999999999995673;249.78135960845361
132907960531850000;249.74400166963514;-35.999999999995566;249.4086463105254
132907960531950000;249.38400166963515;-35.999999999997669;249.02656428326753
132907960532050000;249.0240016696352;-35.999999999997371;248.64191223942339
132907960532150000;248.66400166963524;-35.99999999999725;248.26950061344434
132907960532250000;248.30400166963528;-35.999999999996923;247.89900700743812
132907960532350000;247.94400166963533;-35.999999999996575;247.52273612995325
132907960532450000;247.58400166963537;-35.999999999996426;247.14686528606731
132907960532550000;247.22400166963541;-35.999999999996035;246.7718769439673
132907960532650000;246.86400166963546;-35.999999999995616;246.40601855076446
132907960532750000;246.5040016696355;-35.999999999995438;246.03682018399346
132907960532850000;246.14400166963554;-35.999999999994969;245.66697277372396
132907960532950000;245.78400166963559;-35.999999999994465;245.28929403383941
132907960533050000;245.42400166963563;-35.999999999994252;244.91060210569762
132907960533150000;245.06400166963564;-35.999999999996533;244.53746996924105
132907960533250000;244.70400166963569;-35.999999999995921;244.1688449599213
132907960533350000;244.34400166963573;-35.999999999995673;243.7981054165939
132907960533450000;243.98400166963577;-35.999999999995566;243.42334979138281
132907960533550000;243.62400166963579;-35.999999999997669;243.05355185541404
132907960533650000;243.26400166963583;-35.999999999997371;242.68958434702927
132907960533750000;242.90400166963588;-35.99999999999725;242.3244944256457
132907960533850000;242.54400166963592;-35.999999999996923;241.95681051570955
132907960533950000;242.18400166963596;-35.999999999996575;241.58669323704436
132907960534050000;241.824001669636;-35.999999999996426;241.21142051292421
132907960534150000;241.46400166963605;-35.999999999996035;240.83994965652994
132907960534250000;241.10400166963609;-35.999999999995616;240.47065962742244
132907960534350000;240.74400166963613;-35.999999999995438;240.10126069909285
132907960534450000;240.38400166963618;-35.999999999994969;239.72972755399667
132907960534550000;240.02400166963622;-35.999999999994465;239.357321250968
132907960534650000;239.66400166963626;-35.999999999994252;238.99585217679339
132907960534750000;239.30400166963628;-35.999999999996533;238.63608961264856
132907960534850000;238.94400166963632;-35.999999999995921;238.26909675546759
132907960534950000;238.58400166963637;-35.999999999995673;237.89671753774837
132907960535050000;238.22400166963641;-35.999999999995566;237.51973978081108
132907960535150000;237.86400166963642;-35.999999999997669;237.14967689258131
132907960535250000;237.50400166963647;-35.999999999997371;236.7814113266322
132907960535350000;237.14400166963651;-35.999999999996973;236.4141421045552
132907960535450000;236.78400166963655;-35.999999999996589;236.04819767763138
132907960535550000;236.4240016696366;-35.999999999996433;235.6802209581584
132907960535650000;236.06400166963664;-35.999999999996042;235.31657012022816
132907960535750000;235.70400166963668;-35.999999999995616;234.95856394636186
132907960535850000;235.34400166963673;-35.999999999995438;234.59780046648237
132907960535950000;234.98400166963677;-35.999999999994969;234.22841166476488
132907960536050000;234.62400166963681;-35.999999999994465;233.85943852409798
